itemId	latitude	longitude	venue
291	34.75	135.36	Train Station
292	34.70	135.50	Electronics Store
293	34.78	135.42	Train Station
294	3.04	101.57	High School
295	3.05	101.59	Fast Food Restaurant
296	4.17	73.52	Residential Building (Apartment / Condo)
297	41.05	29.03	Bridge
298	41.08	29.01	Mall
299	41.07	29.00	Neighborhood
300	32.82	130.84	Park
301	32.80	130.77	Park
302	34.70	135.60	Train Station
303	41.09	29.06	Bridge
304	41.12	29.00	University
305	34.57	135.46	Convenience Store
306	34.60	135.48	Bridge
307	35.65	139.75	Train Station
308	35.63	139.74	Train Station
309	34.80	135.70	Train Station
310	34.70	135.53	Train Station
311	34.76	135.42	Train Station
312	35.67	139.68	Train Station
313	35.69	139.76	Subway
314	35.69	139.70	Train Station
315	13.83	100.55	Building
316	35.28	139.66	Train Station
317	35.71	139.70	Plaza
318	35.71	139.70	Train Station
319	35.81	139.46	Train Station
320	35.63	139.74	Train Station
321	35.28	139.67	Train Station
322	-33.50	-70.66	Residential Building (Apartment / Condo)
323	-33.42	-70.66	Medical Center
324	35.01	137.04	Train Station
325	35.58	139.66	Train Station
326	35.68	139.77	Train Station
327	34.81	135.50	Train Station
328	34.67	135.50	Subway
329	34.68	135.50	Subway
330	40.99	29.03	Other Great Outdoors
331	40.99	29.02	Other Great Outdoors
332	56.95	24.12	Bus Station
333	35.59	139.35	Train Station
334	35.60	139.34	Train Station
335	-33.44	-70.63	Subway
336	-33.50	-70.61	University
337	13.72	100.53	Train Station
338	-0.04	-51.08	Home (private)
339	0.04	-51.06	Diner
340	3.09	101.74	Mall
341	3.11	101.74	Residential Building (Apartment / Condo)
342	35.79	139.72	Bridge
343	35.88	139.82	Train Station
344	-33.93	151.14	Bus Station
345	-33.76	151.10	Home (private)
346	35.70	139.54	Train Station
347	35.70	139.58	Electronics Store
348	35.70	139.58	Train Station
349	-33.41	-70.58	Subway
350	-33.41	-70.57	Subway
351	34.95	135.71	Train Station
352	35.17	136.88	Train Station
353	13.77	100.57	Mall
354	13.74	100.56	Mall
355	34.40	132.43	Train Station
356	34.40	132.48	Train Station
357	32.15	131.53	Farm
358	32.14	131.53	Meeting Room
359	34.98	135.77	Train Station
360	34.98	135.77	Train Station
361	34.96	135.77	Train Station
362	-30.05	-51.18	Home (private)
363	-30.06	-51.19	Mall
364	-25.44	-49.28	Building
365	-25.44	-49.28	Office
366	13.91	100.51	High School
367	35.70	139.41	Train Station
368	35.69	139.73	Train Station
369	38.41	27.03	Caf�
370	38.40	27.07	Plane
371	1.30	103.83	Mall
372	1.30	103.84	Mall
373	1.30	103.83	Subway
374	1.35	103.70	Home (private)
375	-23.52	-46.63	Road
376	-23.54	-46.68	Building
377	36.09	139.68	Train Station
378	32.81	130.75	Building
379	32.77	130.73	Mall
380	-36.83	-73.05	Other Great Outdoors
381	-36.83	-73.05	Student Center
382	10.32	123.90	Mall
383	10.32	123.90	Hotel
384	-33.44	-70.65	Home (private)
385	-33.44	-70.65	Office
386	-38.76	-72.76	Other Great Outdoors
387	-38.76	-72.75	Neighborhood
388	35.86	139.97	Train Station
389	35.86	139.97	Train Station
390	35.80	140.08	Home (private)
391	2.21	102.25	Mall
392	2.25	102.28	Fraternity House
393	35.61	139.75	Train Station
394	35.69	139.70	Electronics Store
395	35.80	139.72	Train Station
396	38.90	-77.04	Office
397	35.37	-82.49	Home (private)
398	35.37	-82.49	Other Great Outdoors
399	-3.12	-60.01	Building
400	-3.09	-60.03	College & University
401	-3.11	-60.01	Residential Building (Apartment / Condo)
402	34.99	135.76	Electronics Store
403	47.07	-88.63	Other Great Outdoors
404	47.06	-88.63	Home (private)
405	14.61	121.08	Plaza
406	14.62	121.05	Mall
407	14.61	120.98	Home (private)
408	35.70	139.78	Bookstore
409	35.73	139.73	Train Station
410	35.71	139.67	Train Station
411	35.69	139.69	Subway
412	35.57	139.55	Train Station
413	35.67	139.48	Train Station
414	35.70	139.47	Train Station
415	35.60	139.61	Train Station
416	35.58	139.57	Train Station
417	35.80	139.72	Train Station
418	35.78	139.72	Train Station
419	5.34	100.28	General College & University
420	5.33	100.31	Mall
421	40.99	28.80	University
422	40.98	28.87	Mall
423	3.07	101.60	University
424	30.17	-95.46	Gym
425	30.05	-95.43	Drugstore / Pharmacy
426	3.35	101.56	Coworking Space
427	3.31	101.47	Home (private)
428	35.64	139.74	Subway
429	35.40	139.47	Train Station
430	13.73	100.53	Mall
431	13.76	100.57	Mall
432	35.46	139.62	Bowling Alley
433	35.44	139.64	Train Station
434	-12.15	-77.02	Plaza
435	-12.15	-77.02	Coffee Shop
436	41.40	2.20	Tech Startup
437	35.91	139.62	Light Rail
438	36.00	139.62	Light Rail
439	-1.46	-48.50	Home (private)
440	50.74	7.07	Office
441	50.75	7.10	Home (private)
442	-34.60	-58.37	Gym
443	-34.61	-58.37	Building
444	-34.61	-58.37	Bank
445	9.95	-84.20	Office
446	9.98	-84.19	Other Great Outdoors
447	9.95	-84.19	Building
448	35.68	139.39	Train Station
449	-8.11	-79.04	University
450	-8.11	-79.04	College Arts Building
451	35.17	136.88	Train Station
452	34.73	135.50	Train Station
453	33.35	-86.89	Lake
454	33.35	-86.90	Home (private)
455	4.25	117.90	Other Great Outdoors
456	4.26	117.92	Other Great Outdoors
457	34.91	135.21	Train Station
458	34.69	135.48	Office
459	35.17	136.88	Train Station
460	35.19	136.94	Train Station
461	34.67	135.52	Subway
462	35.62	139.73	Train Station
463	35.69	139.70	Subway
464	33.89	130.88	Train Station
465	35.70	139.75	Concert Hall
466	35.71	139.75	Baseball Stadium
467	35.70	139.76	Train Station
468	35.70	139.77	Hobby Shop
469	35.73	139.71	Train Station
470	35.56	139.65	Train Station
471	35.67	139.76	Subway
472	-36.81	-73.03	Strip Club
473	35.66	139.70	Train Station
474	35.45	139.63	Train Station
475	48.21	15.62	Train Station
476	35.69	139.72	Subway
477	35.69	139.71	Subway
478	19.44	-99.21	Mall
479	19.37	-99.20	Home (private)
480	19.44	-99.20	Mall
481	14.58	121.06	Office
482	14.58	121.06	Coworking Space
483	14.58	121.06	Office
484	0.03	-51.11	University
485	0.03	-51.11	College Classroom
486	54.98	-1.74	Home (private)
487	35.73	139.77	Train Station
488	35.74	139.77	Train Station
489	51.42	12.22	Airport
490	51.38	12.41	Home (private)
491	3.12	101.68	Mall
492	3.12	101.68	Multiplex
493	3.07	101.69	Home (private)
494	-21.78	-43.35	Mall
495	-21.78	-43.35	Gym
496	-12.09	-77.01	Government Building
497	3.16	101.61	Scandinavian Restaurant
498	3.15	101.71	Hotel
499	35.21	136.89	Bridge
500	35.45	139.63	Office
501	35.45	139.63	Train Station
502	35.82	139.74	Subway
503	38.86	-77.07	Home (private)
504	-23.54	-46.64	Subway
505	-23.56	-46.66	Subway
506	-23.64	-46.60	Home (private)
507	-23.64	-46.59	Building
508	35.73	139.91	Train Station
509	35.68	139.76	Electronics Store
510	35.66	140.17	Train Station
511	34.70	135.50	Subway
512	35.31	136.29	Train Station
513	34.76	137.38	Train Station
514	34.70	137.73	Train Station
515	34.97	138.39	Train Station
516	35.10	139.08	Train Station
517	35.26	139.15	Train Station
518	35.37	139.23	Train Station
519	35.73	139.42	Train Station
520	35.64	139.42	Train Station
521	35.17	136.90	Subway
522	35.69	139.92	Subway
523	1.45	103.82	Train Station
524	1.44	103.80	Train Station
525	1.45	103.82	Building
526	3.19	101.61	Arcade
527	3.19	101.63	Neighborhood
528	3.19	101.63	Home (private)
529	3.19	101.63	Home (private)
530	3.19	101.63	Mall
531	35.89	139.95	Train Station
532	35.71	139.78	Subway
533	35.69	139.70	Subway
534	35.70	139.99	Train Station
535	59.83	30.14	Residential Building (Apartment / Condo)
536	1.33	124.84	Convenience Store
537	1.32	124.83	Home (private)
538	-27.61	-48.58	Residential Building (Apartment / Condo)
539	-27.60	-48.58	Home (private)
540	35.69	139.77	Road
541	35.70	139.77	Bridge
542	35.74	139.81	Bridge
543	35.71	140.23	Train Station
544	1.35	103.87	Subway
545	1.32	103.89	Train Station
546	-3.11	-60.04	Home (private)
547	-3.10	-60.01	Mall
548	40.21	28.97	Home (private)
549	52.09	5.11	Train Station
550	-12.06	-77.11	Home (private)
551	-12.12	-77.03	Park
552	-12.11	-77.04	Neighborhood
553	19.30	-99.06	Home (private)
554	19.35	-99.11	Home (private)
555	0.04	-51.09	Home (private)
556	0.04	-51.06	Hospital
557	-22.91	-43.28	Gym
558	-22.89	-43.27	Home (private)
559	10.32	123.90	Gym / Fitness Center
560	10.30	123.89	Residential Building (Apartment / Condo)
561	10.02	-84.05	Home (private)
562	10.02	-84.05	Other Great Outdoors
563	56.46	84.95	Residential Building (Apartment / Condo)
564	-22.13	-51.39	Home (private)
565	-29.71	-53.72	University
566	-8.06	-34.90	University
567	-8.02	-34.93	Speakeasy
568	-3.12	-60.01	Home (private)
569	-3.12	-60.00	School
570	-12.13	-76.99	Home (private)
571	-12.10	-76.96	University
572	60.61	15.63	Office
573	-3.06	-60.01	Home (private)
574	-3.09	-60.02	Mall
575	2.99	101.44	Mall
576	3.07	101.49	Malaysian Restaurant
577	51.44	6.94	Home (private)
578	51.44	6.94	Home (private)
579	3.16	101.61	Mall
580	3.20	101.61	Home (private)
581	40.93	29.13	Other Great Outdoors
582	41.03	29.02	Other Great Outdoors
583	-15.80	-47.88	Government Building
584	-38.78	-72.59	Outdoors & Recreation
585	-38.77	-72.59	Other Great Outdoors
586	4.39	100.96	College Cafeteria
587	2.74	101.72	Airport Terminal
588	-33.45	-70.63	Subway
589	-33.39	-70.55	Mall
590	27.89	-82.67	Pizza Place
591	28.02	-82.56	Home (private)
592	43.48	-80.54	Office
593	3.14	101.75	Home (private)
594	-33.05	-71.48	Residential Building (Apartment / Condo)
595	40.95	29.39	Home (private)
596	40.95	29.39	Coffee Shop
597	41.08	29.01	Mall
598	0.03	-51.06	High School
599	0.05	-51.06	General College & University
600	0.05	-51.06	Home (private)
601	0.05	-51.07	Airport
602	51.20	4.43	Train Station
603	51.20	3.22	Train Station
604	3.05	101.59	Home (private)
605	3.08	101.59	Mall
606	3.08	101.58	Dessert Shop
607	3.07	101.59	Indian Restaurant
608	3.07	101.59	Caf�
609	-1.43	-48.45	Bakery
610	51.10	5.00	Bus Station
611	51.17	4.99	Train Station
612	51.22	4.42	Train Station
613	51.22	4.42	Coffee Shop
614	51.21	4.41	Coworking Space
615	51.10	4.99	Home (private)
616	-33.49	-70.65	University
617	-33.54	-70.66	Subway
618	41.07	29.00	Mall
619	41.07	29.00	Gym / Fitness Center
620	0.01	-51.07	Home (private)
621	0.01	-51.07	Home (private)
622	0.03	-51.05	Mall
623	-30.10	-51.24	Home (private)
624	-30.11	-51.26	Gym
625	40.74	-73.99	Grocery Store
626	40.73	-73.99	American Restaurant
627	40.76	-73.98	Hotel
628	41.83	-87.86	Home (private)
629	41.83	-87.86	Home (private)
630	41.82	-87.87	Neighborhood
631	36.85	30.76	Home (private)
632	41.01	28.63	Residential Building (Apartment / Condo)
633	41.01	28.69	Office
634	9.96	-84.06	Home (private)
635	-23.57	-46.70	Train Station
636	-23.53	-46.67	Subway
637	-23.54	-46.63	Train Station
638	-23.54	-46.63	Subway
639	-23.57	-46.70	Subway
640	-23.66	-46.71	Train Station
641	19.39	-99.15	Government Building
642	19.38	-99.20	Home (private)
643	9.92	-84.05	Home (private)
644	9.92	-84.05	Mall
645	-7.30	-39.33	Home (private)
646	-7.22	-39.32	Automotive Shop
647	51.44	5.48	Train Station
648	40.72	-111.87	Home (private)
649	40.72	-111.86	Grocery Store
650	35.76	139.73	Other Great Outdoors
651	35.76	139.73	Shrine
652	35.76	139.74	Home (private)
653	35.72	139.75	Subway
654	35.75	139.74	Subway
655	55.83	12.94	Home (private)
656	55.83	12.94	Home (private)
657	29.09	48.12	Gym
658	29.27	47.99	Mall
659	-33.02	-71.55	Home (private)
660	9.93	-84.18	Park
661	9.96	-84.19	Office
662	-1.45	-48.49	Mall
663	-1.45	-48.49	Residential Building (Apartment / Condo)
664	-1.45	-48.49	Home (private)
665	-5.81	-35.23	Neighborhood
666	-33.59	-70.58	Subway
667	-1.35	-48.41	Home (private)
668	-1.37	-48.41	Student Center
669	-3.76	-38.49	Mall
670	-3.74	-38.58	University
671	-33.42	-70.61	Subway
672	-33.44	-70.61	University
673	0.04	-51.07	Home (private)
674	-1.39	-48.48	Airport
675	45.62	9.32	Train Station
676	45.57	9.36	Office
677	45.63	9.34	Home (private)
678	45.63	9.34	Home (private)
679	21.28	-157.79	Mall
680	38.88	-77.02	Subway
681	38.83	-77.00	Home (private)
682	-33.39	-70.76	Factory
683	-33.44	-70.65	Residential Building (Apartment / Condo)
684	24.10	-110.33	Neighborhood
685	40.04	-75.14	Bus Station
686	39.96	-75.16	Subway
687	39.95	-75.17	Food Court
688	39.95	-75.17	Gourmet Shop
689	39.95	-75.17	Train Station
690	34.67	135.01	Convenience Store
691	34.68	135.01	Road
692	-30.02	-51.14	Home (private)
693	-30.02	-51.18	Office
694	-30.02	-51.18	Gym
695	51.84	4.69	Home (private)
696	-22.93	-43.18	Gym / Fitness Center
697	-22.91	-43.24	University
698	50.20	9.19	Home (private)
699	50.20	9.19	Home (private)
700	35.47	139.62	Train Station
701	38.88	-77.11	Residential Building (Apartment / Condo)
702	38.88	-77.11	Bar
703	-1.45	-48.49	Neighborhood
704	-1.47	-48.45	University
705	38.20	140.31	Bridge
706	11.78	124.88	City Hall
707	11.77	124.88	Home (private)
708	34.73	135.50	Subway
709	34.92	137.20	Train Station
710	34.82	137.40	Train Station
711	-1.37	-48.45	Home (private)
712	-1.44	-48.49	University
713	-23.62	-46.70	Train Station
714	-23.59	-46.69	Train Station
715	-23.60	-46.64	Mall
716	-22.91	-43.31	Building
717	10.33	123.91	Park
718	10.33	123.91	Tech Startup
719	34.87	138.32	Train Station
720	34.77	138.01	Train Station
721	-1.46	-48.48	Home (private)
722	-1.45	-48.48	Professional & Other Places
723	36.87	-76.16	Home (private)
724	34.65	134.99	Train Station
725	34.70	134.91	Train Station
726	34.70	134.91	Convenience Store
727	35.73	139.77	Train Station
728	35.75	139.74	Train Station
729	-32.97	-71.54	Home (private)
730	-33.03	-71.55	Bus Station
731	-33.45	-70.69	Bus Station
732	35.47	139.62	Train Station
733	35.71	139.77	Train Station
734	35.46	139.62	Train Station
735	35.65	139.91	Hotel
736	36.21	139.53	Train Station
737	36.14	139.39	Train Station
738	36.25	139.53	Train Station
739	35.71	139.81	Train Station
740	35.78	139.79	Train Station
741	-21.78	-43.35	Residential Building (Apartment / Condo)
742	34.67	133.92	Train Station
743	34.35	134.05	Train Station
744	42.09	-71.02	Bus Station
745	42.09	-71.02	Home (private)
746	3.06	101.59	Home (private)
747	3.06	101.59	Road
748	3.07	101.58	High School
749	3.03	101.58	Home (private)
750	35.24	136.99	Train Station
751	35.17	137.01	Subway
752	35.16	136.91	Subway
753	35.17	137.01	Bus Station
754	35.17	136.94	Subway
755	35.32	139.55	Light Rail
756	35.34	139.55	Temple
757	35.34	139.54	Temple
758	35.69	139.75	Stadium
759	35.32	139.55	Train Station
760	35.32	139.55	Train Station
761	35.66	139.73	Subway
762	35.67	139.72	Subway
763	35.63	139.63	Train Station
764	36.32	139.01	Train Station
765	36.32	139.01	Coffee Shop
766	35.68	139.76	Subway
767	-7.24	-39.32	Home (private)
768	-0.01	-51.08	University
769	32.82	130.75	Office
770	32.78	130.76	Mall
771	1.39	103.90	Bus Station
772	1.44	103.79	Bus Station
773	1.44	103.79	Train Station
774	35.91	139.62	Train Station
775	35.89	139.63	Train Station
776	-12.06	-77.12	University
777	-12.06	-77.12	College Classroom
778	36.08	140.11	Train Station
779	36.37	140.48	Train Station
780	35.76	139.63	Subway
781	35.47	139.62	Train Station
782	35.52	140.31	Bus Line
783	35.61	139.62	Train Station
784	35.68	139.74	Subway
785	35.65	139.83	Train Station
786	35.58	140.13	Platform
787	35.85	139.65	Train Station
788	36.07	139.68	Train Station
789	35.69	139.70	Train Station
790	35.54	139.45	Train Station
791	35.58	139.37	Train Station
792	35.69	139.77	Train Station
793	41.98	-91.64	Home (private)
794	41.89	-91.70	Airport
795	35.60	139.72	Train Station
796	35.40	139.31	Train Station
797	35.45	139.39	Train Station
798	33.45	-86.73	Electronics Store
799	33.43	-86.81	Home (private)
800	35.73	139.51	Train Station
801	-1.39	-48.41	Road
802	-1.42	-48.45	Road
803	-1.46	-48.49	Law School
804	-1.36	-48.36	Home (private)
805	-1.36	-48.41	Gym
806	-1.46	-48.50	Mall
807	34.72	135.48	Train Station
808	37.90	139.07	Road
809	37.92	139.06	Convenience Store
810	43.09	141.53	Train Station
811	3.18	101.74	Light Rail
812	3.16	101.70	Light Rail
813	3.16	101.72	Bank
814	3.16	101.72	Light Rail
815	35.57	139.74	Convenience Store
816	-15.82	-47.96	Residential Building (Apartment / Condo)
817	35.62	140.10	Train Station
818	38.26	140.88	Train Station
819	38.26	140.88	Platform
820	35.79	139.47	Train Station
821	35.65	139.75	Train Station
822	14.04	100.61	Building
823	13.99	100.62	Mall
824	14.04	100.61	Road
825	35.71	139.94	Train Station
826	35.70	139.68	Subway
827	35.70	139.77	Office
828	35.44	139.66	General Travel
829	35.44	139.66	Park
830	35.44	139.65	Road
831	35.44	139.65	Train Station
832	35.64	139.70	Train Station
833	34.78	135.47	Train Station
834	34.69	135.50	Subway
835	34.78	135.46	Bookstore
836	-12.13	-77.03	Mall
837	-12.02	-77.11	Coffee Shop
838	-12.02	-77.11	Hotel
839	-12.12	-77.03	Record Shop
840	-12.13	-77.04	Diner
841	35.56	139.57	Subway
842	35.70	140.09	Train Station
843	35.70	139.99	Office
844	35.71	139.96	Train Station
845	35.68	140.02	Train Station
846	35.70	139.99	Train Station
847	35.75	139.57	Train Station
848	35.73	139.42	Train Station
849	35.65	140.04	Train Station
850	36.55	140.63	Train Station
851	36.57	140.64	College Engineering Building
852	36.38	140.42	Train Station
853	34.76	135.50	Subway
854	35.67	139.46	Train Station
855	35.57	139.66	Train Station
856	35.75	139.59	Train Station
857	35.73	139.71	Train Station
858	35.73	139.71	Train Station
859	35.74	139.76	Train Station
860	35.71	139.73	Subway
861	36.58	136.65	Train Station
862	35.70	139.81	Train Station
863	-33.04	-71.59	Hostel
864	-12.08	-77.04	Housing Development
865	-12.08	-77.04	Home (private)
866	9.99	-84.18	Home (private)
867	35.61	139.73	Train Station
868	35.68	139.74	Subway
869	13.82	100.45	Road
870	13.76	100.53	Building
871	0.04	-51.06	Home (private)
872	0.03	-51.06	Mall
873	0.04	-51.05	College & University
874	0.04	-51.05	Plaza
875	35.55	139.67	Train Station
876	35.76	139.73	Train Station
877	34.79	135.44	Airport Terminal
878	35.55	139.79	Airport Terminal
879	35.75	139.72	Train
880	35.17	136.91	Electronics Store
881	35.69	139.83	Subway
882	35.69	139.70	Subway
883	35.69	139.70	Train Station
