follower	followee
12533	28
15214	28
17646	28
21890	28
22442	28
23096	28
24415	28
25298	28
27951	28
32745	28
38389	28
38988	28
3352	29
4562	29
6787	29
7682	29
12036	29
18	30
59	30
93	30
445	30
499	30
566	30
996	30
1673	30
1895	30
3144	30
3271	30
3441	30
3492	30
3890	30
4421	30
6952	30
8562	30
14013	30
14617	30
15851	30
19492	30
21598	30
27351	30
37040	30
6	31
34	31
49	31
70	31
75	31
133	31
759	31
996	31
2238	31
3123	31
3496	31
3916	31
3925	31
4623	31
5352	31
6284	31
7889	31
10646	31
13613	31
13979	31
15076	31
15161	31
16895	31
16897	31
17472	31
18269	31
18336	31
23866	31
29894	31
34742	31
37613	31
49	32
211	32
514	32
3816	32
4484	32
5432	32
11182	32
13507	32
36122	32
38328	32
38692	32
41718	32
41838	32
24	33
36	33
211	33
268	33
292	33
372	33
412	33
703	33
916	33
1010	33
2178	33
3710	33
4250	33
5688	33
5698	33
6334	33
7499	33
13501	33
13549	33
14013	33
15076	33
16347	33
16502	33
17613	33
18379	33
18963	33
19200	33
21598	33
23320	33
27035	33
32706	33
33514	33
33916	33
36395	33
38652	33
43160	33
2	34
6	34
13	34
31	34
37	34
42	34
63	34
70	34
75	34
93	34
95	34
109	34
135	34
150	34
211	34
261	34
453	34
657	34
759	34
899	34
973	34
1035	34
1098	34
1759	34
2182	34
3496	34
3925	34
4562	34
4623	34
5259	34
7744	34
8089	34
8562	34
10537	34
12634	34
13979	34
16655	34
16656	34
16741	34
16746	34
16897	34
18313	34
19065	34
19797	34
21820	34
23866	34
24907	34
25957	34
34859	34
36395	34
38406	34
39045	34
10	35
16	35
23	35
52	35
64	35
76	35
147	35
161	35
183	35
215	35
236	35
250	35
267	35
269	35
282	35
292	35
304	35
412	35
413	35
523	35
541	35
562	35
581	35
588	35
732	35
752	35
815	35
1105	35
1147	35
1213	35
1223	35
1245	35
1292	35
1340	35
1934	35
1945	35
2115	35
2125	35
2181	35
2220	35
2299	35
2321	35
2352	35
2446	35
2530	35
2622	35
2693	35
2735	35
2740	35
2744	35
2890	35
2910	35
3034	35
3149	35
3164	35
3232	35
3368	35
3409	35
3452	35
3482	35
3647	35
3911	35
4103	35
4148	35
4213	35
4349	35
4543	35
4562	35
4823	35
4828	35
4925	35
5181	35
5185	35
5308	35
5332	35
5347	35
5362	35
5388	35
5450	35
5496	35
5718	35
5869	35
5949	35
5992	35
6064	35
6076	35
6333	35
6486	35
6762	35
6802	35
7252	35
7529	35
7913	35
8276	35
8371	35
8872	35
8882	35
8890	35
9036	35
9286	35
9308	35
9462	35
10010	35
10237	35
10568	35
10712	35
10737	35
10869	35
11026	35
11130	35
11376	35
11425	35
11541	35
11715	35
12217	35
12647	35
13355	35
13571	35
13731	35
14102	35
14309	35
14465	35
14504	35
14899	35
15014	35
15097	35
15905	35
16231	35
16401	35
16635	35
16814	35
16959	35
17102	35
17131	35
17233	35
17278	35
17443	35
17563	35
17580	35
17770	35
17865	35
18416	35
18588	35
18622	35
18760	35
18937	35
19200	35
19416	35
19574	35
19812	35
20606	35
20615	35
21076	35
21100	35
21861	35
22330	35
23013	35
23251	35
23487	35
24055	35
24500	35
25051	35
25409	35
25790	35
25799	35
25805	35
25884	35
26359	35
28732	35
29020	35
30212	35
30435	35
30798	35
31186	35
31452	35
31919	35
34518	35
35518	35
35852	35
36395	35
36835	35
37033	35
38257	35
39833	35
40096	35
40203	35
41237	35
41466	35
41676	35
42335	35
14	36
33	36
50	36
91	36
156	36
196	36
233	36
372	36
474	36
651	36
856	36
916	36
935	36
987	36
1001	36
1202	36
1757	36
2178	36
2805	36
3144	36
3508	36
4587	36
5698	36
6927	36
11505	36
12234	36
13501	36
15898	36
16186	36
16215	36
18831	36
20072	36
22330	36
23320	36
25381	36
25397	36
27537	36
27641	36
36395	36
38652	36
40397	36
2	37
6	37
13	37
34	37
49	37
52	37
53	37
63	37
75	37
135	37
150	37
156	37
211	37
370	37
453	37
468	37
505	37
605	37
608	37
657	37
667	37
759	37
899	37
1035	37
1068	37
1098	37
1941	37
1984	37
2182	37
2818	37
3123	37
3256	37
3431	37
3492	37
3496	37
3925	37
4105	37
4623	37
5100	37
6183	37
6284	37
7744	37
8089	37
8553	37
9640	37
10219	37
11414	37
12399	37
12634	37
13979	37
14403	37
15076	37
15482	37
16169	37
16741	37
16746	37
16897	37
18843	37
19065	37
19075	37
19370	37
19400	37
21509	37
21612	37
23866	37
23868	37
24907	37
25102	37
27338	37
30014	37
32486	37
32507	37
34857	37
36835	37
40045	37
43202	37
9929	38
723	39
18124	39
26105	39
30076	39
989	40
1181	40
1253	40
2488	40
3236	40
3925	40
4572	40
4938	40
5100	40
6100	40
6458	40
6973	40
7550	40
10152	40
10370	40
11143	40
11529	40
12336	40
12801	40
13117	40
13526	40
14172	40
15148	40
16634	40
16655	40
19368	40
20816	40
22677	40
23082	40
23224	40
23523	40
24243	40
24692	40
25957	40
100	41
137	41
353	41
996	41
1064	41
1183	41
1299	41
1583	41
1634	41
2701	41
3005	41
3779	41
5031	41
6246	41
6448	41
6466	41
8543	41
8940	41
10454	41
12096	41
13259	41
13813	41
14059	41
14758	41
18875	41
19081	41
19256	41
19791	41
20106	41
22574	41
22614	41
25559	41
27283	41
30433	41
30573	41
30576	41
31873	41
32744	41
33580	41
34867	41
37137	41
38723	41
41693	41
42847	41
43830	41
2	42
6	42
34	42
48	42
53	42
71	42
83	42
100	42
111	42
133	42
251	42
261	42
292	42
474	42
488	42
618	42
996	42
1068	42
1374	42
1462	42
1661	42
1984	42
2818	42
3568	42
3925	42
4109	42
4327	42
4507	42
6284	42
7744	42
8066	42
8091	42
10646	42
15076	42
15176	42
16445	42
16741	42
16746	42
18843	42
19262	42
20163	42
23492	42
28317	42
29894	42
32745	42
36790	42
37033	42
44297	42
16	43
147	43
4388	43
31452	43
33126	43
445	44
3221	44
3790	44
3924	44
9450	44
10094	44
13473	44
25920	44
26903	44
27522	44
28626	44
29640	44
30802	44
36920	44
62	45
137	45
141	45
201	45
211	45
622	45
669	45
910	45
996	45
1130	45
1134	45
1207	45
1271	45
1275	45
1308	45
2018	45
2102	45
2214	45
4667	45
4865	45
5373	45
6387	45
6448	45
8599	45
10594	45
15569	45
16160	45
16307	45
18599	45
18983	45
19791	45
19980	45
25397	45
28660	45
29620	45
32895	45
35463	45
36517	45
37481	45
37805	45
38328	45
39073	45
40966	45
44140	45
445	46
4029	46
11906	46
18211	46
41137	46
42294	46
2	47
6	47
53	47
63	47
93	47
211	47
488	47
657	47
747	47
815	47
2182	47
2818	47
3925	47
7173	47
7806	47
8853	47
16741	47
16897	47
17538	47
18019	47
19149	47
19289	47
23536	47
24407	47
27338	47
29435	47
43922	47
42	48
75	48
100	48
111	48
133	48
144	48
159	48
1068	48
1290	48
1661	48
3568	48
6046	48
6284	48
8498	48
13928	48
14758	48
32622	48
32745	48
0	49
6	49
13	49
20	49
31	49
32	49
37	49
70	49
74	49
166	49
211	49
561	49
657	49
756	49
996	49
1212	49
1412	49
2231	49
2238	49
2364	49
2497	49
2818	49
2881	49
3540	49
3935	49
4065	49
7073	49
7744	49
11160	49
11182	49
12179	49
12817	49
13599	49
13685	49
13695	49
15222	49
15829	49
16730	49
16897	49
17881	49
20163	49
20650	49
21955	49
22409	49
23866	49
24711	49
25397	49
25944	49
27292	49
29409	49
30806	49
32020	49
34742	49
36455	49
36835	49
38126	49
38328	49
43051	49
43202	49
36	50
372	50
1001	50
2106	50
13211	50
16882	50
18831	50
35216	50
38652	50
1	51
450	51
5350	51
5691	51
6825	51
19371	51
21989	51
24096	51
27442	51
29475	51
37970	51
6	52
35	52
37	52
53	52
93	52
155	52
156	52
370	52
505	52
605	52
667	52
733	52
759	52
1170	52
2181	52
2407	52
3535	52
3772	52
5142	52
5404	52
8553	52
9640	52
12634	52
12775	52
13343	52
13652	52
15853	52
16897	52
17013	52
17140	52
17802	52
19370	52
19740	52
27469	52
30101	52
32486	52
34214	52
34636	52
2	53
6	53
13	53
37	53
42	53
47	53
52	53
75	53
156	53
211	53
370	53
434	53
453	53
505	53
588	53
605	53
650	53
657	53
759	53
899	53
1035	53
1098	53
1120	53
1160	53
1299	53
1340	53
1746	53
1984	53
2246	53
2250	53
2288	53
2307	53
2818	53
3164	53
3351	53
3431	53
3531	53
3549	53
3628	53
3824	53
3925	53
4113	53
4126	53
4785	53
5123	53
5624	53
6284	53
6884	53
7090	53
7206	53
7771	53
7940	53
8089	53
8450	53
8579	53
9433	53
11247	53
11561	53
12634	53
12775	53
12942	53
13712	53
13875	53
15482	53
15502	53
16490	53
16655	53
16741	53
16798	53
16897	53
16978	53
16983	53
17013	53
17052	53
17140	53
17362	53
17375	53
17450	53
17729	53
18190	53
18282	53
18290	53
18740	53
18936	53
18963	53
19065	53
19200	53
19797	53
20212	53
21509	53
21537	53
21571	53
21612	53
23044	53
26133	53
27469	53
27856	53
28425	53
30435	53
32486	53
35631	53
37626	53
38342	53
40045	53
40961	53
169	54
427	54
1247	54
1661	54
1772	54
3071	54
8672	54
9738	54
16655	54
20425	54
23312	54
26583	54
44486	54
966	55
2002	55
4119	55
11050	55
36395	55
40245	55
42669	55
2689	56
3234	56
7211	56
17019	56
17787	56
20193	56
21756	56
29270	56
93	57
205	57
1531	57
1761	57
1842	57
2376	57
4202	57
5647	57
16116	57
16357	57
16442	57
21612	57
21750	57
22705	57
28521	57
31698	57
33582	57
36395	57
43079	57
2260	58
4164	58
15189	58
27889	58
32173	58
30	59
263	59
288	59
491	59
668	59
1237	59
1444	59
1497	59
1700	59
1747	59
3271	59
3441	59
4785	59
8264	59
14617	59
14668	59
16960	59
17905	59
19906	59
22089	59
23320	59
33311	59
36395	59
0	60
25	60
81	60
169	60
211	60
265	60
996	60
1772	60
2405	60
3918	60
13373	60
13584	60
19764	60
26781	60
32895	60
33580	60
35277	60
36395	60
37127	60
42006	60
72	61
9071	61
9939	61
10468	61
26781	61
45	62
68	62
69	62
93	62
153	62
163	62
195	62
358	62
381	62
389	62
561	62
568	62
753	62
960	62
1792	62
1807	62
2259	62
5575	62
7790	62
8103	62
8995	62
14617	62
15587	62
16892	62
21933	62
22819	62
28709	62
35938	62
36183	62
36395	62
38406	62
40286	62
40400	62
40559	62
40961	62
44234	62
2	63
6	63
13	63
34	63
37	63
47	63
93	63
95	63
136	63
453	63
657	63
677	63
759	63
989	63
1035	63
1098	63
1941	63
2182	63
3496	63
4319	63
4545	63
4562	63
5100	63
5283	63
6769	63
7771	63
7946	63
8089	63
8887	63
8983	63
9343	63
10468	63
10563	63
10969	63
11202	63
12634	63
13711	63
16741	63
16746	63
16897	63
18269	63
18313	63
18655	63
18899	63
19751	63
21660	63
23866	63
24907	63
25813	63
30014	63
31116	63
36367	63
36395	63
37473	63
38065	63
38801	63
39045	63
39130	63
40045	63
40601	63
43285	63
10	64
11	64
18	64
35	64
211	64
215	64
272	64
282	64
292	64
325	64
468	64
522	64
534	64
541	64
554	64
562	64
605	64
668	64
678	64
814	64
815	64
963	64
991	64
1223	64
1529	64
1637	64
1690	64
1803	64
1888	64
2008	64
2073	64
2246	64
2446	64
2591	64
2695	64
2740	64
3329	64
3409	64
3437	64
3535	64
4020	64
4024	64
4114	64
4562	64
4817	64
4823	64
4918	64
5625	64
5626	64
5992	64
6343	64
6486	64
6645	64
6659	64
6732	64
6766	64
6793	64
7771	64
8098	64
8499	64
8890	64
9036	64
10481	64
10987	64
11034	64
11520	64
12645	64
12647	64
13067	64
13226	64
13630	64
14465	64
14545	64
16856	64
16860	64
16892	64
17375	64
17615	64
17729	64
17960	64
20465	64
22349	64
23968	64
25495	64
27281	64
28180	64
28241	64
28481	64
29184	64
29453	64
31339	64
31919	64
32374	64
35346	64
36395	64
36835	64
38634	64
38855	64
42882	64
7497	65
21205	65
26983	65
31190	65
42348	65
72	66
195	66
445	66
12489	66
14943	66
43969	66
9071	67
62	68
69	68
195	68
445	68
753	68
1645	68
3376	68
4643	68
8449	68
17754	68
17955	68
18915	68
35938	68
39406	68
40400	68
62	69
68	69
327	69
1645	69
1687	69
4643	69
12036	69
13117	69
35938	69
2	70
6	70
20	70
31	70
34	70
49	70
135	70
284	70
292	70
414	70
443	70
444	70
657	70
759	70
825	70
856	70
996	70
1213	70
1253	70
1984	70
2238	70
2818	70
3123	70
3925	70
4322	70
4562	70
4623	70
4730	70
5100	70
5629	70
5666	70
7252	70
