itemId	latitude	longitude
175	32.94	-97.12
176	30.25	-97.75
177	30.24	-97.76
178	28.37	-81.55
179	28.42	-81.58
180	28.42	-81.59
181	37.78	-122.40
182	37.78	-122.40
183	37.78	-122.41
184	37.79	-122.41
185	30.25	-97.75
186	30.26	-97.76
187	37.80	-122.39
188	37.78	-122.40
189	37.78	-122.39
190	37.78	-122.39
191	37.76	-122.42
192	37.78	-122.43
193	37.78	-122.43
194	32.95	-97.13
195	39.04	-94.59
196	39.04	-94.59
197	39.01	-94.59
198	30.27	-97.74
199	30.39	-97.73
200	38.89	-77.02
201	32.78	-96.81
202	32.80	-96.78
203	37.76	-122.43
204	37.78	-122.42
205	30.26	-97.76
206	32.80	-96.80
207	38.95	-77.45
208	38.89	-77.03
209	38.89	-77.02
210	38.89	-77.02
211	38.90	-77.02
212	33.64	-84.44
213	38.85	-77.04
214	37.79	-122.41
215	37.79	-122.40
216	37.79	-122.40
217	30.26	-97.76
218	30.27	-97.77
219	30.30	-97.78
220	30.26	-97.75
221	38.91	-77.04
222	38.90	-77.01
223	40.37	-74.95
224	39.15	-75.51
225	39.05	-94.59
226	39.30	-94.72
227	39.72	-104.95
228	33.82	-118.14
229	33.76	-118.20
230	37.83	-122.28
231	37.83	-122.29
232	37.79	-122.40
233	32.94	-97.13
234	41.87	-87.61
235	41.87	-87.62
236	41.88	-87.62
237	32.81	-96.80
238	32.81	-96.80
239	30.27	-97.75
240	33.76	-84.39
241	33.76	-84.40
242	33.03	-96.83
243	33.03	-96.83
244	32.90	-97.24
245	32.94	-97.11
246	32.90	-97.04
247	32.90	-97.04
248	45.59	-122.59
249	45.52	-122.69
250	45.51	-122.72
251	39.05	-94.60
252	47.61	-122.34
253	47.61	-122.34
254	30.26	-97.75
255	30.27	-97.75
256	32.82	-96.77
257	32.81	-96.78
258	33.81	-117.92
259	33.81	-117.92
260	40.76	-73.98
261	40.76	-73.99
262	39.85	-104.67
263	37.79	-122.40
264	37.83	-122.25
265	39.04	-94.62
266	32.95	-96.83
267	32.80	-96.78
268	32.94	-96.75
269	32.80	-96.81
270	37.77	-122.43
271	37.75	-122.42
272	37.76	-122.42
273	37.69	-122.47
274	37.79	-122.40
275	37.76	-122.42
276	37.77	-122.47
277	59.33	18.09
278	59.32	18.08
279	59.34	18.03
280	59.34	18.08
281	32.76	-96.82
282	32.92	-96.78
283	31.80	-97.10
284	37.43	-122.20
285	42.05	-88.04
286	37.76	-122.42
287	37.76	-122.42
288	30.26	-97.76
289	30.26	-97.76
290	37.73	-122.50
291	37.77	-122.42
292	30.25	-97.75
293	30.28	-97.78
294	32.97	-96.82
295	33.07	-96.69
296	30.26	-97.76
297	29.42	-98.48
298	30.40	-97.73
299	30.40	-97.73
300	30.36	-97.73
301	30.36	-97.73
302	30.30	-97.73
303	30.30	-97.73
304	30.32	-97.73
305	30.32	-97.74
306	32.81	-96.81
307	32.82	-96.81
308	29.74	-95.46
309	29.65	-95.28
310	30.31	-97.74
311	30.26	-97.73
312	30.30	-97.74
313	30.32	-97.72
314	30.26	-97.73
315	30.31	-97.72
316	30.30	-97.74
317	0.00	0.00
318	30.26	-97.76
319	30.26	-97.76
320	32.85	-97.19
321	33.58	-101.88
322	33.58	-101.88
323	33.58	-101.88
324	37.42	-122.15
325	37.43	-122.14
326	40.14	-105.12
327	40.02	-105.26
328	45.52	-122.68
329	45.52	-122.68
330	30.27	-97.75
331	30.26	-97.79
332	40.78	-73.96
333	40.78	-73.97
334	40.78	-73.97
335	40.77	-73.97
336	47.61	-122.34
337	47.61	-122.34
338	47.61	-122.33
339	37.87	-122.27
340	51.46	-0.17
341	37.42	-122.03
342	37.76	-122.39
343	37.78	-122.39
344	37.78	-122.39
345	37.78	-122.40
346	37.78	-122.40
347	37.78	-122.40
348	37.78	-122.39
349	37.32	-121.99
350	32.78	-96.79
351	32.85	-96.77
352	36.16	-86.78
353	36.16	-86.78
354	29.46	-98.70
355	30.27	-97.75
356	30.24	-97.75
357	30.24	-97.76
358	30.27	-97.74
359	30.27	-97.75
360	40.75	-73.98
361	40.75	-73.98
362	30.26	-97.75
363	30.27	-97.75
364	30.27	-97.75
365	30.26	-97.75
366	30.26	-97.75
367	30.27	-97.76
368	30.26	-97.76
369	30.26	-97.77
370	30.27	-97.77
371	30.41	-97.75
372	30.48	-97.80
373	30.42	-97.70
374	30.45	-97.79
375	30.35	-97.80
376	37.87	-122.27
377	37.87	-122.27
378	37.87	-122.27
379	47.62	-122.34
380	37.80	-122.40
381	37.76	-122.39
382	32.84	-96.77
383	32.85	-96.77
384	37.44	-122.16
385	38.99	-94.59
386	35.48	-97.51
387	35.48	-97.52
388	30.39	-97.75
389	30.27	-97.74
390	30.20	-97.88
391	30.22	-97.84
392	30.27	-97.74
393	30.23	-97.82
394	40.76	-73.96
395	40.77	-73.87
396	37.38	-122.00
397	37.39	-122.08
398	37.44	-122.16
399	37.44	-122.16
400	37.42	-122.14
401	37.39	-122.08
402	37.45	-122.18
403	37.51	-122.26
404	37.62	-122.39
405	41.98	-87.90
406	42.37	-71.02
407	42.35	-71.06
408	40.64	-73.78
409	37.75	-122.42
410	30.27	-97.74
411	59.36	17.97
412	59.61	16.55
413	32.90	-96.98
414	33.22	-97.14
415	32.89	-96.96
416	40.75	-73.99
417	37.81	-122.42
418	37.81	-122.43
419	37.77	-122.47
420	37.77	-122.47
421	37.77	-122.47
422	32.84	-96.78
423	32.84	-96.77
424	45.53	-122.70
425	35.56	-97.51
426	35.49	-97.53
427	37.76	-122.43
428	37.76	-122.43
429	37.21	-93.29
430	37.16	-93.27
431	36.65	-93.21
432	30.27	-97.74
433	30.27	-97.74
434	30.27	-97.75
435	30.27	-97.74
436	35.50	-97.52
437	35.49	-97.53
438	30.27	-97.75
439	30.27	-97.75
440	30.25	-97.75
441	30.27	-97.75
442	30.28	-97.75
443	33.94	-118.41
444	37.62	-122.39
445	51.51	-0.15
446	51.52	-0.13
447	51.51	-0.23
448	51.51	-0.22
449	51.51	-0.22
450	51.47	-0.45
451	30.23	-97.80
452	51.51	-0.14
453	51.53	-0.09
454	51.52	-0.08
455	41.88	-87.62
456	41.90	-87.62
457	47.61	-122.33
458	47.62	-122.35
459	47.60	-122.33
460	47.61	-122.34
461	35.47	-97.52
462	35.48	-97.51
463	35.55	-97.57
464	41.89	-87.64
465	35.54	-97.53
466	35.48	-97.52
467	35.52	-97.55
468	35.53	-97.54
469	35.47	-97.57
470	35.64	-97.46
471	33.10	-96.81
472	35.48	-97.51
473	35.52	-97.54
474	35.47	-97.51
475	35.46	-97.51
476	35.47	-97.51
477	35.46	-97.51
478	35.47	-97.52
479	40.76	-73.99
480	40.74	-73.99
481	40.75	-73.98
482	40.76	-73.97
483	40.76	-73.97
484	40.76	-73.97
485	31.55	-97.12
486	41.53	-93.65
487	34.07	-118.36
488	34.08	-118.39
489	34.07	-118.36
490	32.84	-96.85
491	32.82	-96.78
492	32.80	-96.80
493	32.81	-96.77
494	37.79	-122.40
495	37.79	-122.40
496	37.43	-122.14
497	37.81	-122.27
498	30.29	-97.73
499	59.91	10.74
500	59.91	10.76
501	51.51	-0.09
502	53.47	-2.24
503	53.48	-2.23
504	53.48	-2.24
505	37.77	-122.43
506	38.81	-77.06
507	38.91	-77.04
508	38.88	-77.02
509	35.52	-97.54
510	30.25	-97.75
511	30.27	-97.75
512	30.41	-97.87
513	50.64	3.06
514	37.71	-122.21
515	38.91	-94.77
516	45.53	-122.68
517	45.52	-122.66
518	45.53	-122.69
519	45.52	-122.68
520	34.10	-118.33
521	32.85	-97.24
522	42.37	-71.12
523	32.97	-96.71
524	42.35	-71.07
525	42.36	-71.06
526	30.25	-97.78
527	30.22	-97.84
528	30.26	-97.76
529	30.27	-97.75
530	30.25	-97.75
531	30.33	-97.74
532	41.41	-81.84
533	40.74	-73.99
534	37.54	-122.33
535	35.67	139.65
536	35.69	139.70
537	35.73	139.71
538	35.68	139.77
539	35.62	139.73
540	37.77	-122.43
541	37.79	-122.43
542	30.40	-97.73
543	30.40	-97.73
544	29.76	-95.36
545	29.99	-95.34
546	33.78	-84.39
547	33.64	-84.44
548	37.78	-122.42
549	41.79	-87.74
550	37.60	-122.38
551	38.87	-77.01
552	30.25	-81.53
553	30.49	-81.69
554	35.65	-97.42
555	35.65	-97.46
556	30.28	-97.75
557	30.27	-97.74
558	30.27	-97.74
559	30.23	-97.76
560	30.29	-97.74
561	30.29	-97.78
562	30.24	-97.76
563	30.26	-97.75
564	30.27	-97.74
565	30.27	-97.74
566	30.27	-97.74
567	30.27	-97.74
568	30.27	-97.75
569	35.66	-97.48
570	36.07	-112.12
571	37.39	-122.08
572	37.39	-122.08
573	37.39	-122.08
574	37.39	-122.08
575	37.44	-122.16
576	37.39	-122.08
577	37.46	-122.14
578	32.96	-97.03
579	32.88	-97.10
580	32.89	-97.10
581	33.77	-84.39
582	21.28	-157.81
583	41.94	-87.65
584	41.95	-87.66
585	32.96	-96.65
586	51.53	-0.13
587	51.50	-0.14
588	42.37	-71.08
589	42.36	-71.06
590	37.44	-122.16
591	37.39	-122.08
592	37.38	-122.03
593	37.42	-122.08
594	37.40	-122.11
595	38.62	-90.19
596	51.54	-0.15
597	40.75	-73.99
598	37.79	-122.41
599	37.77	-122.42
600	37.76	-122.42
601	39.88	-75.24
602	38.69	-121.59
603	37.78	-122.43
604	37.78	-122.41
605	28.42	-81.58
606	28.42	-81.58
607	30.27	-97.75
608	37.77	-122.43
609	37.79	-122.40
610	37.75	-122.42
611	37.78	-122.39
612	37.78	-122.39
613	40.50	-80.25
614	36.12	-115.17
615	36.12	-115.17
616	36.12	-115.18
617	36.12	-115.17
618	36.11	-115.17
619	36.11	-115.17
620	36.11	-115.17
621	35.04	-89.98
622	34.12	-118.30
623	30.27	-97.77
624	30.27	-97.77
625	30.26	-97.77
626	51.50	-0.13
627	51.49	-0.15
628	51.38	-0.09
629	51.50	-0.13
630	40.65	-73.79
631	51.53	-0.13
632	51.53	-0.12
633	51.51	-0.12
634	51.51	-0.12
635	30.25	-97.78
636	30.26	-97.73
637	30.30	-97.83
638	30.27	-97.74
639	30.29	-97.83
640	43.65	-79.38
641	43.66	-79.38
642	37.94	-122.51
643	36.08	-115.15
644	36.13	-115.17
645	36.10	-115.17
646	32.78	-117.12
647	33.13	-117.31
648	47.44	-122.30
649	47.62	-122.35
650	47.60	-122.33
651	47.62	-122.33
652	30.43	-97.74
653	33.44	-112.00
654	21.98	-159.35
655	38.96	-95.23
656	38.97	-95.24
657	38.97	-95.24
658	37.79	-122.41
659	47.61	-122.34
660	47.60	-122.33
661	34.04	-118.27
662	34.04	-118.27
663	34.08	-118.34
664	33.81	-117.92
665	37.77	-122.44
666	37.76	-122.43
667	37.76	-122.43
668	37.76	-122.43
669	47.38	8.53
670	30.27	-97.74
671	35.91	-78.94
672	36.00	-78.91
673	35.99	-78.91
674	38.98	-77.10
675	35.40	-97.60
676	35.65	-97.55
677	35.65	-97.42
678	35.49	-97.53
679	37.78	-122.39
680	37.78	-122.40
681	37.38	-122.07
682	37.76	-122.40
683	37.76	-122.39
684	37.80	-122.42
685	37.78	-122.40
686	37.78	-122.40
687	37.78	-122.40
688	37.78	-122.40
689	37.78	-122.39
690	37.78	-122.39
691	45.52	-122.68
692	40.73	-73.99
693	21.28	-157.81
694	21.32	-157.87
695	32.81	-96.78
696	-23.43	-46.48
697	32.75	-96.83
698	30.27	-97.75
699	30.27	-97.75
700	30.28	-97.74
701	30.30	-97.74
702	30.27	-97.75
703	30.27	-97.74
704	50.83	-0.14
705	51.51	-0.08
706	40.76	-73.98
707	40.78	-73.96
708	39.95	-75.16
709	39.95	-75.16
710	39.95	-75.17
711	40.29	-76.66
712	30.53	-97.63
713	30.53	-97.63
714	33.10	-96.81
715	32.87	-96.77
716	32.87	-96.77
717	42.22	-83.36
718	40.73	-74.00
719	40.72	-74.00
720	45.53	-122.68
721	30.47	-97.79
722	30.36	-97.73
723	30.49	-97.81
724	30.42	-97.70
725	30.33	-97.71
726	30.47	-97.80
727	34.00	-118.49
728	34.05	-118.24
729	37.77	-122.43
730	37.77	-122.43
731	39.91	-75.17
732	40.69	-74.18
733	30.25	-97.74
734	38.89	-77.16
735	38.88	-77.27
736	35.90	-78.94
737	30.30	-97.72
738	30.29	-97.74
739	35.22	-80.94
740	51.50	-0.11
741	51.51	-0.10
742	51.51	-0.13
743	51.51	-0.13
744	51.50	-0.14
745	51.50	-0.12
746	51.50	-0.12
747	51.52	-0.18
748	35.54	-97.53
749	35.61	-97.57
750	41.88	-87.64
751	30.27	-97.74
752	30.42	-97.75
753	30.25	-97.75
754	30.25	-97.75
755	30.25	-97.75
756	30.25	-97.75
757	30.25	-97.75
758	30.25	-97.75
759	30.26	-97.75
760	30.26	-97.75
761	30.27	-97.74
762	47.36	8.52
763	37.42	-122.15
764	34.00	-118.47
765	34.08	-118.47
766	32.82	-96.79
767	35.49	-97.53
768	35.61	-97.55
769	30.32	-97.73
770	37.79	-122.42
771	37.80	-122.42
772	45.32	-75.67
773	43.69	-79.62
774	37.42	-122.14
775	37.42	-122.15
776	33.81	-117.92
777	33.81	-117.92
778	33.81	-117.92
779	33.81	-117.92
780	33.81	-117.92
781	33.81	-117.92
782	33.80	-117.92
783	33.81	-117.92
784	33.81	-117.92
785	33.81	-117.92
786	33.84	-118.00
787	33.81	-117.92
788	33.81	-117.92
789	35.79	-78.65
790	36.00	-78.90
791	37.77	-122.40
792	35.66	-97.34
793	32.78	-96.80
794	30.45	-97.79
795	48.43	-123.34
796	30.27	-97.75
797	30.25	-97.75
798	1.29	103.84
799	51.56	-0.11
800	51.51	-0.13
801	51.50	-0.13
802	33.08	-96.82
803	47.38	8.54
804	30.26	-97.81
805	30.28	-97.74
806	30.26	-97.72
807	30.26	-97.81
808	33.14	-117.19
809	51.50	-0.18
810	51.51	-0.10
811	39.51	-119.78
812	32.90	-97.04
813	51.51	-0.10
814	51.88	-0.38
815	37.78	-122.39
816	37.76	-122.39
817	33.21	-97.13
818	32.78	-97.35
819	32.93	-97.24
820	32.93	-97.25
821	40.02	-105.25
822	37.78	-122.41
823	32.82	-96.78
824	32.80	-96.79
825	32.87	-96.77
826	37.79	-122.42
827	29.43	-98.44
828	30.27	-97.74
829	30.27	-97.74
830	30.26	-97.73
831	37.78	-122.39
832	37.78	-122.39
833	48.14	11.58
834	48.14	11.57
835	35.47	-97.51
836	38.97	-95.24
837	50.83	-0.14
838	43.65	-79.39
839	43.73	-79.45
840	53.31	-113.58
841	34.10	-118.34
842	30.24	-97.75
843	30.13	-98.01
844	29.98	-90.26
845	37.76	-122.43
846	37.83	-122.29
847	37.83	-122.29
848	37.79	-122.43
849	52.38	4.90
850	52.09	5.11
851	33.81	-117.92
852	33.81	-117.92
853	40.65	-73.78
854	43.07	-76.17
855	40.70	-73.81
856	40.73	-73.99
857	42.36	-71.02
858	40.70	-73.99
859	40.71	-74.00
860	40.77	-73.98
861	40.78	-73.97
862	40.78	-73.97
863	51.52	-0.14
864	51.52	-0.14
865	33.52	-86.66
866	37.76	-122.42
867	37.79	-122.40
868	37.78	-122.41
869	37.33	-122.01
870	40.02	-105.28
871	37.45	-122.16
872	41.89	-87.62
873	37.75	-122.43
874	37.67	-122.46
875	48.43	-123.36
876	49.01	-123.13
877	40.02	-105.28
878	39.75	-105.00
879	34.09	-118.28
880	40.14	-105.12
881	21.33	-157.92
882	40.02	-105.28
883	40.74	-74.01
884	40.74	-74.01
885	33.94	-118.41
886	37.45	-122.18
887	37.70	-121.89
888	33.15	-96.83
889	32.72	-117.17
890	32.77	-117.17
891	39.05	-84.66
892	39.29	-94.71
893	34.20	-118.35
894	34.17	-118.35
895	35.52	-97.53
896	35.50	-97.52
897	38.90	-77.03
898	33.65	-117.75
899	33.65	-117.74
900	38.92	-77.02
901	32.93	-96.82
902	30.25	-97.75
903	30.39	-97.75
904	30.39	-97.75
905	30.40	-97.74
906	30.25	-97.77
907	37.83	-122.27
908	37.80	-122.39
909	32.78	-96.78
910	32.84	-96.77
911	30.27	-97.75
912	30.27	-97.75
913	30.27	-97.75
914	39.74	-105.02
915	39.05	-94.48
916	37.78	-122.42
917	30.26	-97.73
918	30.26	-97.73
919	43.71	-79.40
920	43.65	-79.38
921	39.31	-76.62
922	39.74	-75.55
923	39.96	-75.18
924	39.95	-75.15
925	39.95	-75.15
926	39.93	-75.16
927	39.95	-75.16
928	35.49	-97.54
929	34.05	-118.26
930	37.38	-122.00
931	41.88	-87.64
932	41.88	-87.64
933	42.37	-71.12
934	42.36	-71.09
935	35.88	-78.79
936	42.37	-71.08
937	51.50	-0.14
938	30.46	-97.82
939	30.56	-97.69
940	29.74	-98.10
941	30.51	-97.68
942	30.54	-97.69
943	30.23	-97.75
944	42.36	-71.05
945	42.36	-71.05
946	42.37	-71.05
947	41.49	-72.09
948	40.02	-105.28
949	40.02	-105.26
950	37.42	-121.90
951	54.32	10.13
952	53.55	10.01
953	52.52	13.37
954	55.94	-3.22
955	35.81	-83.99
956	37.87	-122.25
957	37.76	-122.40
958	37.75	-122.42
959	34.10	-118.33
960	40.76	-73.98
961	40.74	-73.99
962	42.09	-71.26
963	36.14	-115.15
964	36.13	-115.15
965	36.13	-115.17
966	51.29	6.77
967	53.63	10.01
968	36.10	-95.97
969	35.55	-97.62
970	38.89	-77.03
971	37.32	-122.04
972	30.41	-97.71
973	37.78	-122.39
974	40.02	-105.28
975	40.02	-105.28
976	39.75	-105.00
977	37.78	-122.40
978	34.73	-92.22
979	42.05	-88.04
980	32.80	-96.80
981	39.09	-94.58
982	29.74	-95.40
983	45.50	-122.63
984	45.54	-122.41
985	37.78	-122.41
986	30.16	-97.79
987	30.30	-97.74
988	30.29	-97.74
989	30.30	-97.75
990	37.78	-122.40
991	37.77	-122.43
992	43.16	-77.62
993	27.98	-82.53
994	25.79	-80.28
995	30.27	-97.75
996	30.27	-97.75
997	30.27	-97.76
998	30.27	-97.75
999	30.27	-97.75
1000	59.32	18.06
1001	59.34	18.07
1002	59.33	18.08
1003	33.10	-96.81
1004	30.26	-97.81
1005	37.78	-122.39
1006	34.15	-118.47
1007	33.81	-117.92
1008	34.07	-118.24
1009	40.02	-105.28
1010	39.76	-104.99
1011	39.18	-76.67
1012	35.32	-97.50
1013	35.52	-97.53
1014	35.33	-97.49
1015	41.89	-87.62
1016	41.86	-87.62
1017	40.73	-74.16
1018	40.75	-73.99
1019	40.76	-73.98
1020	40.76	-73.98
1021	28.42	-81.58
1022	32.78	-96.80
1023	32.78	-96.78
1024	32.74	-97.33
1025	33.03	-96.80
1026	32.87	-96.77
1027	53.48	-2.24
1028	32.81	-96.80
1029	32.80	-96.80
1030	32.81	-96.80
1031	32.84	-96.78
1032	35.84	-78.68
1033	35.84	-78.68
1034	29.53	-98.47
1035	44.88	-93.21
1036	30.27	-97.75
1037	30.27	-97.75
1038	30.27	-97.75
1039	36.13	-86.67
1040	39.97	-83.01
1041	39.97	-83.01
1042	47.59	-122.33
1043	47.59	-122.33
1044	47.66	-122.30
1045	47.66	-122.32
1046	47.65	-122.35
1047	47.65	-122.36
1048	40.77	-111.90
1049	40.77	-111.90
1050	45.52	-122.67
1051	45.52	-122.67
1052	32.73	-117.20
1053	39.97	-83.00
1054	47.62	-122.35
1055	40.79	-111.98
1056	37.78	-122.39
1057	52.52	13.41
1058	52.53	13.40
1059	37.78	-122.39
1060	37.79	-122.41
1061	32.78	-96.76
1062	30.42	-97.67
1063	36.15	-115.16
1064	36.02	-114.74
1065	40.76	-73.97
1066	37.80	-122.44
1067	30.27	-97.75
1068	30.23	-97.76
1069	30.28	-97.73
1070	30.27	-97.74
1071	30.27	-97.74
1072	30.27	-97.74
1073	30.27	-97.74
1074	30.27	-97.74
1075	32.75	-97.33
1076	32.82	-96.75
1077	32.87	-96.75
1078	32.14	-81.21
1079	37.52	-122.26
1080	37.78	-122.43
1081	30.20	-97.88
1082	30.23	-97.80
1083	32.79	-96.80
1084	32.79	-96.80
1085	37.77	-122.41
1086	37.81	-122.42
1087	30.31	-97.70
1088	30.27	-97.74
1089	30.27	-97.74
1090	30.29	-97.72
1091	30.30	-97.73
1092	30.29	-97.74
1093	38.74	-90.37
1094	32.90	-97.05
1095	40.76	-73.99
1096	37.37	-121.93
1097	37.37	-121.93
1098	35.66	139.70
1099	35.66	139.70
1100	35.66	139.70
1101	30.26	-97.74
1102	30.27	-97.73
1103	32.68	-117.18
1104	32.74	-117.15
1105	34.08	-118.36
1106	30.31	-97.75
1107	30.27	-97.74
1108	45.52	-122.68
1109	45.52	-122.68
1110	37.42	-122.10
1111	35.52	-97.53
1112	37.83	-122.42
1113	41.90	-87.63
1114	41.90	-87.62
1115	52.57	-0.25
1116	51.53	-0.12
1117	37.77	-122.43
1118	37.78	-122.40
1119	37.79	-122.40
1120	37.80	-122.39
1121	47.61	-122.33
1122	47.61	-122.34
1123	40.78	-73.98
1124	40.77	-73.98
1125	40.77	-73.98
1126	40.78	-73.98
1127	37.60	-122.39
1128	37.44	-122.16
1129	37.33	-122.03
1130	37.33	-122.03
1131	37.78	-122.39
1132	33.34	-111.97
1133	33.30	-111.90
1134	30.27	-97.75
1135	30.30	-97.74
1136	30.29	-97.74
1137	30.28	-97.74
1138	30.28	-97.74
1139	30.28	-97.74
1140	30.24	-97.76
1141	30.25	-97.76
1142	30.25	-97.76
1143	37.42	-122.21
1144	55.60	13.00
1145	55.60	13.00
1146	30.27	-97.74
1147	30.36	-97.79
1148	30.36	-97.75
1149	30.36	-97.79
1150	32.92	-96.78
1151	37.78	-122.41
1152	37.79	-122.40
1153	35.61	-97.56
1154	39.71	-86.30
1155	29.96	-90.06
1156	37.77	-122.39
1157	33.76	-84.39
1158	47.44	-122.30
1159	43.13	-77.67
1160	47.45	-122.30
1161	47.45	-122.30
1162	30.24	-97.78
1163	37.80	-122.41
1164	37.79	-122.41
1165	37.79	-122.39
1166	30.34	-97.74
1167	30.24	-97.79
1168	30.29	-97.73
1169	30.28	-97.72
1170	30.40	-97.75
1171	30.46	-97.79
1172	30.35	-97.73
1173	30.41	-97.71
1174	47.62	-122.20
1175	47.62	-122.18
1176	47.61	-122.32
1177	47.62	-122.20
1178	37.77	-122.45
1179	37.49	-122.23
1180	37.78	-122.41
1181	30.33	-97.73
1182	47.45	8.56
1183	30.41	-97.71
1184	37.32	-121.95
1185	30.34	-97.76
1186	30.40	-97.73
1187	35.51	-97.53
1188	35.52	-97.53
1189	50.83	-0.14
1190	51.16	-0.16
1191	37.80	-122.44
1192	35.78	-78.64
1193	35.78	-78.64
1194	30.28	-97.74
1195	30.27	-97.73
1196	30.27	-97.74
1197	30.24	-97.74
1198	30.26	-97.73
1199	30.27	-97.73
1200	30.27	-97.74
1201	32.95	-96.84
1202	31.55	-97.12
1203	28.43	-81.31
1204	32.83	-97.20
1205	35.51	-97.52
1206	42.37	-71.07
1207	39.88	-75.24
1208	39.88	-75.24
1209	39.90	-75.17
1210	39.91	-75.13
1211	47.39	8.52
1212	47.38	8.42
1213	36.34	-82.37
1214	30.21	-97.82
1215	30.17	-97.79
1216	35.53	-97.55
1217	40.73	-73.99
1218	51.41	0.02
1219	39.05	-94.59
1220	38.91	-94.64
1221	37.78	-122.44
1222	37.78	-122.44
1223	33.94	-118.40
1224	40.73	-73.99
1225	40.75	-74.00
1226	37.78	-122.45
1227	37.77	-122.44
1228	37.77	-122.45
1229	37.79	-122.41
1230	37.51	-77.33
1231	26.07	-80.14
1232	37.79	-122.40
1233	37.79	-122.40
1234	30.30	-97.78
1235	30.39	-97.73
1236	30.36	-97.74
1237	30.37	-97.73
1238	30.30	-97.74
1239	37.79	-122.42
1240	37.76	-122.40
1241	38.92	-77.04
1242	36.62	-121.90
1243	30.25	-97.77
1244	37.78	-122.42
1245	39.04	-94.59
1246	33.10	-96.81
1247	42.95	-87.90
1248	36.17	-115.14
1249	37.79	-122.40
1250	37.75	-122.41
