itemId	latitude	longitude	venue
285	35.56	139.72	Train Station
286	1.33	103.95	Train Station
287	1.33	103.74	Train Station
288	1.35	103.75	Train Station
289	1.30	103.86	Subway
290	35.53	139.69	Flower Shop
291	35.53	139.73	Temple
292	14.52	121.02	Hotel
293	14.52	121.02	General Entertainment
294	35.75	139.81	Train Station
295	35.70	139.77	Electronics Store
296	35.70	139.76	Subway
297	35.47	139.61	Playground
298	35.47	139.62	Train Station
299	35.66	139.70	Bridge
300	35.66	139.73	Mall
301	35.65	139.71	Train Station
302	35.65	139.70	Train Station
303	35.61	139.67	Train Station
304	35.47	139.62	Mall
305	35.65	139.71	Subway
306	35.66	139.70	Train Station
307	35.63	139.66	Train Station
308	3.18	101.66	Road
309	35.67	139.65	Train Station
310	35.70	139.76	College Academic Building
311	35.70	139.77	Train Station
312	13.73	100.53	School
313	13.73	100.54	Subway
314	13.72	100.56	Subway
315	13.72	100.56	Convention Center
316	3.07	101.61	Gym / Fitness Center
317	3.16	101.61	Mall
318	34.52	136.67	Train Station
319	34.58	136.54	Train Station
320	10.31	123.92	Mall
321	10.32	123.90	Mall
322	40.97	29.08	Ice Cream Shop
323	41.17	29.56	University
324	35.70	139.76	Train Station
325	13.73	100.78	College Cafeteria
326	13.69	100.65	Mall
327	35.41	136.76	Train Station
328	35.17	136.88	Subway
329	35.17	136.91	Subway
330	35.35	139.53	Train Station
331	35.31	139.54	Light Rail
332	35.34	139.49	Train Station
333	3.10	101.64	Light Rail
334	3.12	101.68	Mall
335	40.99	29.11	Residential Building (Apartment / Condo)
336	40.97	29.15	University
337	35.71	139.81	Train Station
338	35.69	140.05	Train Station
339	35.70	139.99	Train Station
340	34.70	135.50	Subway
341	34.67	135.50	Subway
342	3.58	98.67	Mall
343	3.58	98.67	Coffee Shop
344	13.81	100.56	Mall
345	13.82	100.56	Mall
346	35.66	139.54	Home (private)
347	35.65	139.54	Train Station
348	35.67	139.76	Train Station
349	35.67	139.77	Electronics Store
350	35.67	139.76	Subway
351	1.32	103.84	Subway
352	1.33	103.74	Mall
353	35.81	139.59	Train Station
354	35.82	139.59	Train Station
355	35.70	139.47	Train Station
356	35.70	139.54	Train Station
357	35.70	139.51	Train Station
358	35.51	140.09	Train Station
359	35.69	140.02	Train Station
360	35.48	140.04	Train Station
361	41.00	28.87	Caf�
362	41.01	28.91	Residential Building (Apartment / Condo)
363	41.02	28.91	Home (private)
364	41.08	29.03	Neighborhood
365	3.06	101.62	Coffee Shop
366	35.57	139.70	Train Station
367	35.56	139.71	Train Station
368	35.59	139.73	Train Station
369	35.63	139.74	Train Station
370	35.67	139.60	Train Station
371	35.69	139.74	Subway
372	3.08	101.55	Indian Restaurant
373	3.09	101.55	Malaysian Restaurant
374	35.73	139.71	Train Station
375	35.79	139.46	Train Station
376	35.77	139.42	Train Station
377	13.98	100.55	College Engineering Building
378	13.82	100.56	Home (private)
379	40.97	29.09	Residential Building (Apartment / Condo)
380	41.04	29.01	University
381	35.70	139.56	Train Station
382	13.99	100.62	Mall
383	13.99	100.62	Coffee Shop
384	14.07	100.62	Residential Building (Apartment / Condo)
385	14.07	100.60	College Academic Building
386	13.75	100.50	Home (private)
387	35.59	139.63	Playground
388	35.58	139.61	Home (private)
389	35.15	136.89	Train Station
390	35.73	139.72	Hobby Shop
391	35.73	139.71	Hobby Shop
392	35.72	140.23	Office
393	35.73	140.23	Train Station
394	-33.02	-71.56	Casino
395	-33.02	-71.54	University
396	-33.13	-71.56	Office
397	-33.05	-71.59	Home (private)
398	14.43	121.01	Mall
399	14.43	121.01	Coffee Shop
400	14.43	121.01	Travel & Transport
401	-8.03	-34.88	Home (private)
402	-8.07	-34.89	Hospital
403	34.70	135.50	Department Store
404	19.47	-99.16	Residential Building (Apartment / Condo)
405	-6.27	106.78	Mall
406	-6.27	106.78	Mall
407	35.17	136.91	Subway
408	35.17	136.91	Home (private)
409	35.14	136.90	Plaza
410	36.39	140.52	Train Station
411	36.37	140.48	Train Station
412	35.70	139.77	Pub
413	35.70	139.77	Concert Hall
414	3.05	101.59	Mall
415	3.05	101.58	Home (private)
416	55.17	61.39	Nightclub
417	55.17	61.36	Mall
418	36.35	137.93	Train Station
419	36.23	137.96	Train Station
420	35.54	139.45	Train Station
421	35.67	139.72	Subway
422	33.32	130.50	Train Station
423	33.31	130.52	Train Station
424	33.37	130.52	Train Station
425	35.75	139.80	Subway
426	35.71	139.78	Subway
427	35.71	139.78	Train Station
428	35.71	139.77	Park
429	35.71	139.77	Mall
430	35.70	139.77	Hobby Shop
431	35.71	139.80	Temple
432	35.71	139.80	Temple
433	35.71	139.81	Monument / Landmark
434	35.75	139.86	Train Station
435	35.75	139.87	Train Station
436	35.81	139.92	Train Station
437	35.81	139.92	Train Station
438	35.00	135.77	Train Station
439	34.69	135.49	Train Station
440	34.86	135.68	Train Station
441	35.01	135.77	Train Station
442	35.63	139.45	Train Station
443	35.63	139.42	Train Station
444	35.17	136.91	Office
445	35.17	136.92	Subway
446	35.80	139.44	Train Station
447	35.71	139.80	Train Station
448	35.64	139.93	Park
449	35.65	139.91	Train Station
450	35.67	139.76	Train Station
451	39.70	141.14	Coffee Shop
452	39.71	141.13	Grocery Store
453	39.71	141.13	Road
454	34.48	136.82	College Technology Building
455	34.48	136.82	Train Station
456	35.69	139.70	Electronics Store
457	35.69	139.70	Electronics Store
458	35.69	139.70	Bookstore
459	34.71	135.50	Train Station
460	13.65	100.50	University
461	35.56	139.72	Train Station
462	35.53	139.70	Train Station
463	35.53	139.70	Train Station
464	35.62	139.57	Train Station
465	35.62	139.57	Train Station
466	35.62	139.57	Train Station
467	35.62	139.56	Train Station
468	35.53	139.70	Mall
469	35.53	139.70	Electronics Store
470	35.55	139.73	Train Station
471	34.95	135.70	Train Station
472	34.89	135.68	Train Station
473	-1.37	-48.41	Student Center
474	14.51	121.00	Airport
475	3.14	101.71	Mall
476	3.15	101.71	Mall
477	3.15	101.71	Mall
478	3.15	101.71	Multiplex
479	3.06	101.76	Home (private)
480	33.59	130.42	Bus Station
481	33.59	130.42	Electronics Store
482	33.89	130.88	Train Station
483	3.05	101.59	Hostel
484	13.80	100.55	Train Station
485	13.76	100.53	Train Station
486	13.75	100.54	Mall
487	13.75	100.53	Mall
488	13.75	100.54	Mall
489	13.75	100.53	Bookstore
490	-20.34	-40.33	Road
491	-20.68	-40.50	Building
492	-20.32	-40.32	Pier
493	-23.65	-46.54	Other Great Outdoors
494	-23.71	-46.41	Other Great Outdoors
495	40.91	29.32	Airport
496	36.91	30.80	Airport
497	35.56	139.42	Train Station
498	35.34	139.49	Train Station
499	9.85	-83.91	Housing Development
500	9.94	-84.13	Coworking Space
501	3.13	101.68	Neighborhood
502	35.16	136.91	Arcade
503	14.57	121.05	Mall
504	13.75	100.56	University
505	13.77	100.64	Mall
506	35.51	139.63	Train Station
507	35.61	139.67	Train Station
508	35.61	139.68	Grocery Store
509	35.73	140.07	Train Station
510	35.67	139.90	Subway
511	35.67	139.89	Subway
512	-22.84	-43.28	Doctor's Office
513	34.70	135.50	Train Station
514	34.67	135.50	Electronics Store
515	34.66	135.50	Train Station
516	34.58	135.48	Train Station
517	37.50	127.03	Subway
518	37.51	127.06	Subway
519	-6.16	106.85	Home (private)
520	-6.17	106.85	Home (private)
521	13.76	100.57	Mall
522	-23.65	-70.40	Community College
523	14.44	120.99	Home (private)
524	14.44	120.98	Home (private)
525	0.04	-51.07	Miscellaneous Shop
526	0.04	-51.05	College & University
527	-23.57	-46.65	Gym
528	-23.56	-46.66	Road
529	13.76	100.54	Monument / Landmark
530	13.87	100.50	Mall
531	35.70	139.83	Train Station
532	35.70	139.77	Bookstore
533	3.16	101.61	Movie Theater
534	18.77	98.97	Mall
535	18.77	98.97	Multiplex
536	-33.38	-70.58	College Gym
537	-33.41	-70.57	Subway
538	-33.47	-70.58	Subway
539	-33.49	-70.52	University
540	34.67	135.46	Convenience Store
541	34.67	135.46	Train Station
542	34.64	135.41	Subway
543	34.64	135.41	Train Station
544	34.63	135.43	Train Station
545	-1.42	-48.45	Road
546	-1.44	-48.46	General College & University
547	-33.40	-70.71	Home (private)
548	-33.39	-70.62	Building
549	-0.01	-51.08	Racetrack
550	43.07	141.35	Electronics Store
551	14.56	121.05	Home (private)
552	14.56	121.01	Office
553	14.56	121.01	Office
554	35.55	139.79	Airport Terminal
555	35.17	136.88	Subway
556	35.40	136.72	Train Station
557	-6.20	106.78	University
558	-6.18	106.79	Mall
559	34.85	135.62	Train Station
560	34.73	135.43	Train Station
561	34.75	135.36	Train Station
562	34.74	135.36	Mall
563	34.70	135.50	Electronics Store
564	34.78	135.42	Train Station
565	2.94	101.66	University
566	3.03	101.72	Mall
567	3.04	101.57	High School
568	3.05	101.58	Miscellaneous Shop
569	3.05	101.59	Fast Food Restaurant
570	0.03	-51.07	College Gym
571	0.04	-51.06	School
572	4.17	73.52	Residential Building (Apartment / Condo)
573	-33.48	-70.62	Subway
574	-33.52	-70.60	Home (private)
575	-33.51	-70.59	Subway
576	41.01	28.94	Neighborhood
577	41.03	28.96	University
578	41.05	29.03	Bridge
579	41.08	29.01	Mall
580	41.07	29.00	Neighborhood
581	32.82	130.84	Park
582	32.80	130.77	Park
583	34.70	135.60	Train Station
584	41.12	29.00	University
585	-33.44	-70.66	Subway
586	-33.44	-70.65	Subway
587	35.69	139.70	Train Station
588	35.57	139.66	Train Station
589	34.86	136.99	Bridge
590	34.92	136.98	Bridge
591	34.54	135.44	Road
592	34.56	135.45	Bridge
593	34.57	135.46	Convenience Store
594	34.60	135.48	Bridge
595	14.69	120.98	Mall
596	14.68	120.97	Home (private)
597	35.65	139.75	Train Station
598	35.63	139.74	Train Station
599	34.80	135.70	Train Station
600	34.70	135.53	Train Station
601	34.76	135.42	Train Station
602	13.72	100.26	School
603	13.69	100.37	Home (private)
604	-33.48	-70.75	Subway
605	35.67	139.68	Train Station
606	35.69	139.76	Subway
607	35.69	139.70	Train Station
608	3.13	101.74	College Academic Building
609	-33.53	-70.63	Home (private)
610	-33.45	-70.70	Office
611	-33.43	-70.60	Home (private)
612	-33.43	-70.65	Hospital
613	34.05	134.55	Train Station
614	34.07	134.56	Capitol Building
615	13.82	100.56	Multiplex
616	13.83	100.55	Building
617	32.81	-96.81	Neighborhood
618	32.81	-96.80	Neighborhood
619	32.81	-96.80	Home (private)
620	32.81	-96.80	Home (private)
621	35.28	139.66	Train Station
622	35.71	139.70	Plaza
623	35.71	139.70	Train Station
624	35.81	139.46	Train Station
625	35.63	139.74	Train Station
626	35.28	139.67	Train Station
627	-3.10	-60.01	Mall
628	-3.12	-60.00	School
629	-33.50	-70.66	Residential Building (Apartment / Condo)
630	-33.42	-70.66	Medical Center
631	35.01	137.04	Train Station
632	51.21	3.31	Board Shop
633	51.30	3.25	Harbor / Marina
634	51.30	3.25	Automotive Shop
635	14.07	100.60	University
636	13.96	100.49	Home (private)
637	-12.11	-77.00	Mall
638	-12.11	-77.00	Hospital
639	35.58	139.66	Train Station
640	35.68	139.77	Train Station
641	34.81	135.50	Train Station
642	34.67	135.50	Subway
643	34.68	135.50	Subway
644	40.99	29.03	Other Great Outdoors
645	40.99	29.02	Other Great Outdoors
646	56.95	24.12	Bus Station
647	14.52	121.04	Home (private)
648	14.52	121.04	Home (private)
649	35.59	139.35	Train Station
650	35.60	139.34	Train Station
651	35.59	139.35	Train Station
652	-33.44	-70.64	University
653	-33.44	-70.63	Subway
654	-33.50	-70.61	University
655	-33.44	-70.66	Subway
656	-33.43	-70.65	Building
657	-33.37	-70.71	Building
658	13.72	100.53	Train Station
659	-0.04	-51.08	Home (private)
660	0.04	-51.06	Diner
661	3.09	101.74	Mall
662	3.11	101.74	Residential Building (Apartment / Condo)
663	-3.13	-60.02	Plaza
664	-3.10	-59.96	Field
665	-3.75	-38.46	University
666	-3.74	-38.50	Office
667	35.79	139.72	Bridge
668	35.88	139.82	Train Station
669	34.71	135.62	Train Station
670	3.13	101.68	Light Rail
671	-33.93	151.14	Bus Station
672	-33.76	151.10	Home (private)
673	35.70	139.58	Electronics Store
674	35.70	139.58	Train Station
675	35.73	139.72	Building
676	35.73	139.72	Building
677	14.64	121.04	Train Station
678	14.68	121.04	Home (private)
679	14.55	121.05	Mall
680	34.95	135.71	Train Station
681	34.98	135.76	Train Station
682	35.63	139.42	Train Station
683	35.71	139.65	Train Station
684	35.72	139.65	Sake Bar
685	36.58	136.65	Train Station
686	36.74	137.02	Train Station
687	36.66	136.97	Train Station
688	13.77	100.57	Mall
689	13.74	100.56	Mall
690	35.61	139.62	Train Station
691	35.66	139.70	Hobby Shop
692	34.40	132.43	Train Station
693	34.40	132.48	Train Station
694	32.15	131.53	Farm
695	32.14	131.53	Meeting Room
696	34.98	135.77	Train Station
697	34.98	135.77	Train Station
698	34.96	135.77	Train Station
699	-25.44	-49.28	Building
700	-25.44	-49.28	Office
701	19.43	-99.08	Airport
702	19.43	-99.08	Airport Terminal
703	35.70	139.81	Train Station
704	35.73	139.91	Bus Line
705	35.75	139.93	Bus Station
706	45.08	7.64	Electronics Store
707	45.09	7.66	University
708	-30.05	-51.18	Home (private)
709	-30.06	-51.19	Mall
710	-30.06	-51.19	Grocery Store
711	-33.44	-70.66	Bus Station
712	-32.89	-70.68	Church
713	13.86	100.54	Mall
714	13.91	100.51	High School
715	-20.61	-54.59	Home (private)
716	-20.41	-54.62	University
717	-20.61	-54.59	Office
718	35.70	139.41	Train Station
719	35.69	139.73	Train Station
720	35.67	139.77	Subway
721	38.41	27.03	Caf�
722	38.39	27.07	Home (private)
723	38.40	27.07	Plane
724	1.34	103.71	Train Station
725	1.30	103.83	Mall
726	1.30	103.84	Mall
727	1.30	103.83	Subway
728	1.35	103.70	Home (private)
729	35.67	139.46	Train Station
730	35.65	139.75	Subway
731	35.69	139.78	Subway
732	14.58	121.06	Gym / Fitness Center
733	14.39	121.04	City Hall
734	14.39	121.03	Housing Development
735	-22.74	-46.90	Home (private)
736	-22.74	-46.90	Government Building
737	36.09	139.68	Train Station
738	32.81	130.75	Building
739	32.77	130.73	Mall
740	-23.52	-46.84	Train Station
741	-23.53	-46.67	Train Station
742	10.32	123.90	Hotel
743	35.37	136.62	Train Station
744	35.17	136.88	Train Station
745	34.86	136.82	Train Station
746	34.86	136.81	Airport
747	35.37	136.76	Train Station
748	35.41	136.76	Train Station
749	35.19	136.94	Train Station
750	35.26	137.04	Train Station
751	35.31	136.29	Train Station
752	-35.44	-71.62	University
753	-33.44	-70.65	Home (private)
754	-33.44	-70.65	Office
755	-6.22	106.80	Mall
756	-6.20	106.82	Train Station
757	9.11	-79.54	Other Great Outdoors
758	9.11	-79.54	Pet Store
759	8.91	-79.59	Office
760	35.86	139.97	Train Station
761	35.86	139.97	Train Station
762	35.87	139.92	Train Station
763	35.87	139.93	Mall
764	35.80	140.08	Home (private)
765	42.78	-86.09	Gym
766	42.79	-86.10	Coffee Shop
767	2.25	102.28	University
768	2.21	102.25	Mall
769	2.22	102.25	Multiplex
770	2.25	102.28	Fraternity House
771	1.34	103.71	Bus Station
772	1.34	103.71	Mall
773	35.61	139.75	Train Station
774	35.69	139.70	Electronics Store
775	35.67	139.70	Rock Club
776	35.80	139.72	Train Station
777	38.90	-77.04	Office
778	-6.84	107.93	Arcade
779	-6.86	107.92	Home (private)
780	35.37	-82.49	Home (private)
781	35.37	-82.49	Other Great Outdoors
782	-3.12	-60.01	Building
783	-3.09	-60.03	College & University
784	-3.11	-60.01	Residential Building (Apartment / Condo)
785	34.99	135.76	Electronics Store
786	35.45	139.60	Train Station
787	35.68	139.77	Platform
788	37.40	140.39	Train Station
789	35.23	139.70	Train Station
790	35.47	139.62	Train Station
791	-33.43	-70.62	Subway
792	-33.43	-70.62	University
793	47.07	-88.63	Other Great Outdoors
794	47.06	-88.63	Home (private)
795	14.61	121.08	Plaza
796	14.62	121.05	Mall
797	14.61	120.98	Home (private)
798	35.70	139.78	Bookstore
799	35.73	139.73	Train Station
800	14.56	121.02	Office
801	14.55	121.03	Mall
802	14.55	121.03	Mall
803	14.54	120.98	Mall
804	13.74	100.64	Train Station
805	13.76	100.53	Train Station
806	13.75	100.53	Fast Food Restaurant
807	13.75	100.53	Multiplex
808	13.79	100.68	Home (private)
809	35.71	139.67	Train Station
810	35.69	139.69	Subway
811	-3.06	-60.10	Neighborhood
812	-3.07	-60.05	Government Building
813	-38.76	-72.71	Road
814	-38.76	-72.76	Other Great Outdoors
815	-38.76	-72.75	Neighborhood
816	-38.74	-72.59	Other Great Outdoors
817	42.78	-71.13	Coffee Shop
818	42.52	-71.14	Office
819	40.74	-73.99	Gym / Fitness Center
820	35.80	139.72	Train Station
821	35.78	139.72	Train Station
822	14.65	121.03	Mall
823	14.64	121.07	Gym / Fitness Center
824	-6.19	106.78	Church
825	-6.19	106.78	High School
826	-6.18	106.79	Mall
827	-6.19	106.78	Home (private)
828	5.34	100.28	General College & University
829	5.33	100.31	Mall
830	13.74	100.53	Law School
831	13.74	100.53	College Residence Hall
832	-3.10	-60.01	Gym
833	-3.13	-60.02	Theater
834	14.55	121.02	Gym
835	14.52	121.01	Airport
836	40.99	28.80	University
837	40.96	28.84	Caf�
838	40.98	28.87	Mall
839	3.07	101.60	University
840	35.66	139.67	Train Station
841	-12.09	-77.03	Mall
842	-12.13	-77.00	Plaza
843	-12.13	-77.02	Bus Line
844	35.55	139.54	Train Station
845	35.57	139.55	Train Station
846	35.67	139.48	Train Station
847	35.60	139.61	Train Station
848	35.58	139.57	Train Station
849	30.17	-95.46	Gym
850	30.05	-95.43	Drugstore / Pharmacy
851	4.63	-74.07	Home (private)
852	4.67	-74.06	Office
853	56.01	37.84	Train Station
854	55.97	37.41	Airport
855	49.01	2.54	Airport
856	38.95	-77.45	Airport
857	-6.90	107.62	General College & University
858	-6.88	107.58	Home (private)
859	3.35	101.56	Coworking Space
860	3.31	101.47	Home (private)
861	40.96	29.07	Other Great Outdoors
862	41.02	29.04	Coworking Space
863	35.64	139.74	Subway
864	35.40	139.47	Train Station
865	4.25	117.90	Other Great Outdoors
866	4.26	117.92	Other Great Outdoors
867	4.31	118.11	Airport
868	41.15	-81.51	Grocery Store
869	41.14	-81.51	Home (private)
870	13.73	100.53	Mall
871	13.76	100.57	Mall
872	35.89	139.26	Train Station
873	35.46	139.62	Bowling Alley
874	35.44	139.64	Train Station
875	34.69	135.51	Train Station
876	34.69	135.51	Caf�
877	34.69	135.51	Subway
878	34.70	135.51	Subway
879	-6.91	107.61	Office
880	-6.86	107.59	Home (private)
881	3.25	101.74	College Cafeteria
882	3.25	101.73	College Academic Building
883	5.99	116.08	Mall
884	5.99	116.08	Multiplex
885	35.46	139.62	Grocery Store
886	-33.44	-70.67	Building
887	-12.13	-77.04	Home (private)
888	-12.10	-77.02	Building
889	35.73	139.71	Train Station
890	50.84	4.34	Train Station
