followee	follower
106	766
106	852
106	917
106	1578
106	3245
106	3659
106	3708
106	4079
107	18
107	174
107	384
107	2648
107	3280
108	2583
109	1816
110	786
111	2618
112	82
112	149
112	215
112	758
112	774
112	809
112	854
112	943
112	1224
112	1227
112	1437
112	1501
112	1546
112	1603
112	2038
112	2505
112	2526
112	2695
112	3016
112	3091
112	3993
113	573
113	2508
114	82
114	223
114	327
114	672
114	677
114	810
114	927
114	967
114	1230
114	1583
114	1603
114	1630
114	1973
114	3104
114	3422
114	3589
114	3836
114	4082
115	815
115	890
116	5
116	3067
116	3366
117	1827
117	3686
118	324
118	329
118	563
118	654
118	695
118	923
118	1001
118	1201
118	1212
118	1387
118	1428
118	1771
118	1976
118	2619
118	2903
118	3212
118	3699
119	967
119	1275
119	4098
120	2770
120	3337
121	57
121	308
121	356
121	819
121	1132
121	1245
121	1588
121	2007
121	2205
121	2325
121	2530
121	2947
121	3013
121	3125
122	771
122	2865
123	426
123	686
123	1447
123	2208
123	3065
124	4047
125	1720
125	2271
126	2583
127	140
127	149
127	689
127	1163
127	1180
127	1191
127	1228
127	1609
127	1845
127	2982
127	3091
127	3338
127	3741
127	3947
128	82
128	595
128	606
128	628
128	772
128	980
128	1055
128	1428
128	2080
128	2917
128	2979
128	3245
128	3455
128	3659
128	3677
128	4079
129	12
129	29
129	301
129	420
129	458
129	496
129	506
129	954
129	1083
129	1348
129	1645
129	1673
129	1874
129	1963
129	2309
129	2335
129	2899
129	3005
129	3011
129	3042
129	3285
129	3550
129	3615
130	225
130	272
130	1401
130	1754
130	2084
130	2155
130	2572
130	2689
130	2875
130	2902
130	3061
130	3219
130	3423
130	3585
130	3783
131	3272
132	566
132	607
132	1022
132	1791
132	2133
132	2683
132	2828
132	2917
132	2949
132	3368
132	3659
132	4036
132	4111
133	1571
134	1888
134	2913
135	358
135	620
135	772
135	890
135	923
135	1067
135	1190
135	1212
135	2154
135	2663
135	2907
135	3824
136	40
137	1393
137	3910
138	50
138	140
138	1597
138	1843
138	2371
138	2845
138	2982
138	3515
138	3544
138	3769
138	3979
138	3993
139	64
139	295
139	347
139	579
139	595
139	723
139	891
139	1218
139	1807
139	3766
139	4160
140	82
140	127
140	138
140	141
140	186
140	267
140	530
140	628
140	659
140	801
140	927
140	940
140	1103
140	1196
140	1198
140	1235
140	1276
140	1478
140	1558
140	1579
140	1597
140	1710
140	1843
140	2027
140	2399
140	2497
140	2684
140	2982
140	2987
140	3089
140	3091
140	3215
140	3422
140	3515
140	3519
140	3558
140	3787
140	3922
140	3947
140	4046
140	4082
140	4204
141	82
141	140
141	186
141	267
141	352
141	530
141	712
141	801
141	803
141	927
141	940
141	1034
141	1206
141	1235
141	1558
141	1630
141	1711
141	1843
141	1885
141	1968
141	2403
141	2815
141	3080
141	3420
141	3422
141	3519
141	3681
141	3740
141	3797
142	385
142	723
142	786
142	3387
142	3732
143	223
143	313
143	660
143	683
143	757
143	1263
143	1298
143	1437
143	1583
143	1585
143	1629
143	1845
143	2047
143	2160
144	1161
144	2506
144	3360
145	55
145	647
145	662
145	720
145	773
145	923
145	1224
145	1910
145	3060
146	151
146	550
146	1358
146	4115
147	1047
147	1387
147	4024
147	4183
148	82
148	673
148	869
148	1342
148	1444
148	1717
148	2891
149	61
149	82
149	112
149	127
149	628
149	677
149	682
149	707
149	793
149	827
149	901
149	1069
149	1163
149	1172
149	1180
149	1185
149	1191
149	1227
149	1296
149	1355
149	1437
149	1735
149	1769
149	1814
149	1835
149	2046
149	2519
149	2979
149	3089
149	3091
149	4000
150	593
151	146
151	550
151	1358
151	4115
152	3439
153	692
153	1011
153	1130
153	1142
153	1367
153	1391
153	1912
153	3544
153	3673
153	4195
154	776
154	812
154	929
154	1485
155	592
155	2103
155	2400
155	3203
156	2850
156	2895
157	3362
158	1739
158	1771
158	2086
158	2682
158	2997
158	3659
158	3746
158	3913
159	1901
159	3073
159	3328
159	4155
160	203
160	1606
160	1607
160	2560
161	2789
162	715
162	1783
162	2698
163	480
163	505
163	1337
163	1760
163	2032
163	3297
163	3780
164	729
164	852
164	1275
164	2957
165	225
165	982
165	1519
165	2875
166	167
167	166
168	87
168	643
168	681
168	861
168	1048
168	1056
168	1916
168	2130
168	2420
168	2591
168	3214
168	3387
168	3645
169	3230
169	4005
169	4016
169	4075
170	295
170	654
170	719
170	1050
170	1253
170	1258
170	1976
170	2453
170	2917
170	3318
170	3659
170	3699
170	3718
170	3834
171	1864
171	3032
171	3549
171	4197
172	277
172	744
172	2313
173	2195
174	107
174	384
174	2648
174	3280
175	601
175	612
175	1630
175	3318
176	2778
176	2852
176	2877
177	1586
177	1624
177	3685
178	12
178	632
178	1060
178	1348
178	2335
178	2462
178	2485
178	3246
178	3735
179	3627
180	655
180	4203
181	1778
182	502
182	1643
182	1981
182	2808
182	3167
183	186
183	1139
183	1579
183	1710
183	1735
183	2727
183	2728
183	2982
183	3740
183	3787
183	3824
183	4060
184	98
184	225
184	339
184	1215
184	2084
184	2788
185	16
185	1113
186	61
186	65
186	80
186	90
186	105
186	140
186	141
186	183
186	251
186	257
186	313
186	368
186	385
186	600
186	615
186	726
186	742
186	745
186	793
186	800
186	838
186	920
186	927
186	993
186	1058
186	1068
186	1139
186	1146
186	1163
186	1172
186	1187
186	1203
186	1227
186	1228
186	1444
186	1452
186	1478
186	1546
186	1558
186	1595
186	1603
186	1622
186	1627
186	1630
186	1711
186	1735
186	1769
186	1800
186	1815
186	1835
186	1993
186	1998
186	2047
186	2219
186	2399
186	2494
186	2837
186	2943
186	2979
186	3016
186	3106
186	3215
186	3281
186	3309
186	3422
186	3511
186	3544
186	3607
186	3636
186	3677
186	3771
186	4000
186	4027
187	557
187	560
187	1157
187	1214
187	1419
187	1468
187	3168
187	3706
187	3818
187	4141
187	4155
188	988
189	3643
190	1730
190	2320
190	3728
190	3884
191	570
191	698
191	1485
192	3233
192	3739
193	2749
194	270
194	2309
194	2335
195	4056
196	773
197	693
197	1816
197	3277
197	3787
198	1373
199	242
199	586
199	623
200	82
200	1017
200	1201
200	3319
201	1316
201	2513
201	3644
202	841
202	3448
202	4040
203	160
204	1356
204	1666
204	3103
204	3501
204	3992
205	909
205	996
205	1098
205	1390
205	1594
205	2994
206	216
206	270
206	571
206	858
206	985
206	1060
206	1108
206	1673
206	1795
206	1805
206	1943
206	2113
206	2169
206	2309
206	2387
206	2851
206	2909
206	3040
206	3482
206	4006
207	82
207	2998
208	439
209	1698
210	1394
210	2102
210	2540
210	2719
211	358
211	594
211	740
211	937
211	1235
211	1740
211	1847
211	2289
211	2520
211	2907
211	3250
211	3477
211	3663
211	3771
211	4057
212	329
212	1611
213	2394
214	1637
214	2826
214	3180
214	3304
214	3602
215	81
215	82
215	112
215	615
215	628
215	758
215	943
215	1184
215	1224
215	1578
215	1627
215	2615
215	2695
215	2728
215	2979
215	3027
215	3824
215	4000
216	12
216	206
216	270
216	301
216	432
216	500
216	571
216	858
216	954
216	981
216	985
216	987
216	1041
216	1060
216	1108
216	1673
216	2074
216	2169
216	2485
216	2696
216	2851
216	2909
216	2968
216	3285
216	3383
216	4006
217	301
217	2750
218	3759
219	6
219	442
219	2491
219	3022
219	3656
219	3714
219	4059
219	4166
220	3073
221	81
221	82
221	358
221	376
221	757
221	772
221	1296
221	1674
221	1740
221	2273
221	2505
221	2520
221	2867
221	4057
222	4091
223	82
223	114
223	143
223	302
223	313
223	660
223	664
223	672
223	757
223	774
223	801
223	852
223	1263
223	1298
223	1452
223	1583
223	1585
223	1629
223	1630
223	1816
223	1845
223	2047
223	2160
223	2944
223	4007
224	333
224	852
224	898
224	1333
224	2507
225	130
225	165
225	184
225	679
225	1519
225	2003
225	2201
225	3024
225	3335
225	3423
225	4055
226	307
226	872
226	1740
226	1840
226	2080
227	255
228	656
228	1147
228	1315
228	1374
228	1586
228	2275
228	3759
228	4047
229	287
229	628
229	1240
229	1508
230	529
230	3421
231	1807
231	3948
232	367
232	1236
232	1875
232	4204
233	3009
234	1252
234	2266
234	2965
234	3611
234	3762
234	4074
235	2344
236	1708
236	3396
237	1154
238	270
238	2335
239	2142
239	2855
239	2955
239	3413
240	1467
240	3668
241	466
241	883
242	199
242	586
242	925
242	1218
242	2258
243	695
244	2869
244	3969
245	739
246	4056
247	103
247	651
247	907
247	917
247	1069
247	2154
247	2944
247	3824
248	7
248	1627
248	2086
249	393
250	402
250	678
250	1829
250	2661
250	2739
250	2788
250	2875
250	4099
251	186
251	801
251	1172
251	1705
251	2038
251	3253
251	4007
252	3523
253	987
253	1108
253	1963
253	3285
254	1147
254	1221
254	1696
254	2132
254	2468
254	3144
254	3176
255	227
255	1428
255	2509
255	2919
255	3171
256	1027
257	186
257	327
257	600
257	615
257	682
257	810
257	1043
257	1058
257	1163
257	1191
257	1228
257	1263
257	1277
257	1556
257	1627
257	1843
257	1845
257	2588
257	2837
257	3030
257	3215
257	3376
257	4046
258	433
259	635
260	1996
261	81
261	335
261	2086
262	663
262	1104
262	1156
262	1299
262	1344
262	3731
263	524
263	3924
264	1188
265	2302
266	471
266	3108
267	82
267	140
267	141
267	733
267	846
267	1103
267	1187
267	1268
267	1558
267	1710
267	1843
267	1875
267	1968
267	3004
267	3080
267	3101
267	3206
267	3420
267	3430
267	4070
267	4122
268	23
268	3940
269	936
269	3414
270	12
270	194
270	206
270	216
270	238
270	277
270	369
270	406
270	420
270	458
270	496
270	506
270	590
270	669
270	954
270	971
270	985
270	1108
270	1346
270	1348
270	1549
270	1950
270	1956
270	2074
270	2088
270	2113
270	2135
270	2377
270	2387
270	2425
270	2726
270	3040
270	3095
270	3383
270	3482
270	3507
270	3735
270	3858
270	4089
270	4181
271	3384
272	98
272	130
272	1016
272	1519
272	2098
272	2201
272	2689
272	2875
272	2942
272	3061
272	3423
272	4025
273	897
273	1136
273	2837
273	2941
274	1683
274	3895
275	3263
276	647
276	720
276	855
276	1342
276	1870
276	1885
276	2781
276	3465
276	3738
277	172
277	270
277	428
277	2113
277	3261
277	3383
278	1165
278	1240
278	1297
278	1458
278	2221
278	3104
278	4000
278	4021
279	737
280	760
281	1606
282	467
282	982
282	1829
282	1876
282	4112
283	2333
283	3342
284	1468
284	3910
285	69
285	794
285	806
285	1578
285	1630
285	3677
285	4079
286	53
286	609
286	1985
286	2385
286	2540
286	2719
286	2958
287	229
287	1297
287	3104
287	4007
288	3868
289	1526
289	1979
289	2029
290	2482
291	3641
292	425
293	1235
294	3403
295	82
295	139
295	170
295	654
295	1050
295	1976
295	2453
296	1587
296	4047
297	4056
298	302
298	729
298	851
298	940
298	1201
298	1275
298	1384
298	2957
298	4003
299	2415
300	1243
301	12
301	129
301	216
301	217
301	428
301	458
301	496
301	506
301	644
301	1025
301	1060
301	1083
301	1108
301	1346
301	1555
301	1673
301	1795
301	1874
301	1963
301	2134
301	2335
301	2879
301	2899
301	3011
301	3034
301	3040
301	3095
301	3285
301	3339
301	3395
301	3550
301	3735
301	3858
301	4084
301	4189
302	223
302	298
302	619
302	660
302	747
302	1045
302	1263
302	1274
302	1298
302	1583
302	1585
302	1629
302	1691
302	2047
302	2935
302	4000
303	2438
303	4100
304	831
304	1049
304	2238
305	1697
305	4080
306	2285
306	2762
306	3741
306	3787
306	3836
307	226
307	879
307	1202
307	1218
307	1840
307	2466
307	2682
307	3115
307	3350
307	3360
308	57
308	121
308	356
308	819
308	880
308	1245
308	1588
308	2877
308	2947
308	3013
309	492
309	2400
309	2422
309	2966
310	2052
311	1487
312	2014
312	2094
312	2118
312	3183
312	3187
312	3553
313	81
313	90
313	143
313	186
313	223
313	327
313	606
313	660
313	672
313	801
313	1050
313	1263
313	1298
313	1578
313	1583
313	1629
313	1885
313	2046
313	2047
313	2505
313	3418
313	3591
313	3787
313	4007
313	4056
313	4082
314	997
315	2356
316	53
316	416
316	2767
317	871
317	1026
317	1165
317	1553
317	3767
318	2624
319	1799
320	589
321	1985
321	2719
322	2090
322	2159
322	2270
322	3329
323	3659
324	118
324	566
324	582
324	650
324	1010
324	1029
324	1176
324	1428
324	2411
324	3645
325	100
325	622
325	3659
326	82
326	793
326	800
326	958
326	993
326	1058
326	1163
326	1603
326	1735
326	1815
326	2494
326	3030
326	3374
326	3544
327	61
327	101
327	105
327	114
327	257
327	313
327	600
327	672
327	682
327	724
327	757
327	783
327	810
327	1000
327	1043
327	1058
327	1278
327	1298
327	1301
327	1392
327	1501
327	1508
327	1585
327	1629
327	1837
327	1843
327	2580
327	2837
327	3016
327	3215
327	3544
327	3787
328	364
328	365
328	939
328	1232
328	1245
328	1455
328	1656
328	1932
328	1941
328	1986
328	2800
328	3066
328	3247
329	118
329	212
329	606
329	695
329	1428
329	1807
329	2086
329	2506
329	2571
329	2619
329	3051
329	3699
329	3746
329	4056
330	1095
331	2466
332	1454
332	3035
332	4190
333	81
333	224
333	595
333	628
333	852
333	890
333	1201
333	1391
333	1627
333	4082
334	522
334	2062
334	2358
334	3031
335	2
335	261
335	625
335	923
335	1048
335	1217
335	1296
335	1304
335	1428
335	1452
335	1627
335	1630
335	2040
335	2238
335	2917
336	28
336	1770
336	1818
337	4040
338	396
338	1935
338	2380
338	2404
338	3568
339	184
339	678
339	2142
339	3024
340	348
341	2933
342	479
342	2198
342	3208
342	3499
342	3525
342	3634
342	4059
343	3026
344	627
345	589
345	3542
346	358
346	594
346	1069
346	1274
346	1809
346	1902
346	2365
346	2520
346	2587
346	2615
346	2866
346	3202
346	3309
347	139
347	1126
348	340
348	1822
349	89
349	357
349	474
349	725
349	1592
349	2705
349	2841
350	2688
350	3110
351	911
351	1160
352	65
352	82
352	141
352	712
352	757
352	940
352	1235
352	1629
352	1630
352	1843
352	2327
352	3091
352	3422
352	3519
352	3544
352	3722
352	3747
352	3787
352	4086
353	553
353	2283
353	2720
354	1
354	2049
354	2248
354	2701
354	2958
354	3821
355	1456
356	57
356	121
356	308
356	819
356	1588
356	1656
356	2530
356	2792
356	2852
356	3268
357	89
357	349
357	725
357	2705
357	3647
358	81
358	82
358	135
358	211
358	221
358	346
358	376
358	526
358	552
358	594
358	620
358	628
358	651
358	668
358	740
358	757
358	785
358	877
358	890
358	892
358	1091
358	1162
358	1190
358	1274
358	1296
358	1437
358	1440
358	1486
358	1557
358	1740
358	1816
358	2017
358	2046
358	2053
358	2154
358	2273
358	2289
358	2505
358	2520
358	2526
358	2549
358	2587
358	2615
358	2813
358	2907
358	2944
358	3043
358	3202
358	3250
358	3274
358	3309
358	3347
358	3357
358	3477
358	3671
358	3729
358	4057
358	4129
359	1798
360	2482
361	410
361	2361
362	611
362	736
362	825
362	889
362	2044
362	2166
362	2258
362	2596
363	1396
363	1791
363	2917
363	3704
364	328
364	365
364	1232
364	2322
364	2373
364	2561
364	3020
364	3066
364	3483
364	3649
365	328
365	364
365	939
365	1232
365	1245
365	1455
365	1656
365	1986
365	2373
365	2800
365	3017
365	3066
365	3235
365	3649
365	3679
366	612
366	1031
366	1204
366	1344
366	2917
366	2949
366	2977
366	3368
366	3659
366	3776
367	232
367	574
368	48
368	82
368	186
368	530
368	532
368	803
368	1163
368	1223
368	1507
368	1583
368	1630
368	1843
368	1968
368	3080
368	3248
368	3564
368	3681
368	3704
368	4003
368	4070
368	4086
368	4122
369	270
369	432
369	520
369	632
369	744
369	1057
369	1655
369	1790
369	2073
369	4034
370	865
370	3787
371	2152
372	1194
372	1257
372	1453
372	3487
372	3503
373	403
373	933
373	4064
374	1542
375	6
375	444
375	1504
375	1661
375	2481
376	81
376	82
376	221
376	358
376	628
376	855
376	1069
376	2794
376	3677
377	984
378	23
378	1069
378	1164
378	1484
378	1830
378	2058
378	2549
379	1929
380	2329
381	947
382	1243
382	2778
382	2877
383	3006
383	4193
384	107
384	174
384	2648
384	3280
385	65
385	142
385	186
385	800
385	1298
385	1557
385	2012
385	4082
386	47
387	1507
387	1695
388	3413
389	1805
389	2413
390	1671
390	2151
391	2555
391	2765
391	3838
392	3047
393	249
393	3093
393	3186
394	1833
395	435
396	338
396	609
396	1935
396	2404
397	35
397	482
397	567
397	1370
397	2316
397	2545
397	3311
398	416
398	648
398	1319
398	2451
398	4090
399	1770
400	502
401	3551
402	250
402	537
402	678
402	2034
402	3575
402	4180
403	373
404	3256
404	3733
405	2859
406	270
406	744
406	1323
406	1790
406	1874
406	2088
406	2181
406	2309
406	3344
406	4072
407	1855
408	481
408	505
408	995
408	1084
408	1099
408	1337
408	1779
408	1801
408	1940
408	1953
408	2014
408	2032
408	2094
408	2118
408	2150
408	2306
408	2353
408	2362
408	2395
408	2692
408	2974
408	3037
408	3471
408	3553
408	3635
408	3639
408	3842
408	3984
408	4050
408	4176
408	4177
409	2329
409	2563
409	3180
409	3863
410	361
410	3997
411	454
411	614
411	1376
411	1386
411	2283
411	2720
411	2894
411	3151
412	2626
413	3619
414	1329
414	4117
415	718
415	1336
415	2733
415	3974
416	53
416	316
416	398
416	473
416	648
416	2767
417	2477
418	1764
419	2296
420	129
420	270
420	496
420	1673
420	1790
420	1874
420	1943
420	2074
420	2113
420	2309
420	2377
420	3285
420	3395
421	641
421	1504
421	2491
421	3063
421	3525
421	3634
421	3883
422	4009
423	688
423	3647
424	2878
425	292
425	1481
426	123
427	1907
427	2244
427	3003
427	3006
427	4193
428	277
428	301
428	496
428	1645
428	2113
428	2715
428	3383
428	4033
428	4089
429	1409
429	1946
430	1598
430	1656
430	2325
431	779
431	818
431	1620
431	1872
431	2319
432	216
432	369
432	500
432	981
432	985
432	1057
432	1080
432	1083
432	1655
432	1790
432	1799
432	2074
432	2387
432	3285
432	3858
433	258
433	1697
433	2651
433	3364
434	1163
434	1233
434	3174
435	97
435	395
435	1604
436	2821
437	19
437	590
437	1790
437	3344
438	1239
438	1406
439	208
439	4170
440	2376
441	3983
442	219
442	444
442	479
442	539
442	1917
442	2491
442	3525
443	2491
443	2920
443	3634
443	3691
443	4172
444	6
444	375
444	442
444	479
444	641
444	2491
444	3063
444	3525
444	3634
444	3755
445	6
445	502
445	2707
446	3316
447	596
447	2011
447	3013
447	4158
448	4005
449	0
449	1612
449	3417
449	4156
450	472
450	966
450	1767
450	3917
451	734
451	3017
452	3090
453	655
453	1512
453	3166
453	3193
454	411
454	1386
454	2283
454	2720
454	2894
455	718
456	1682
457	24
457	640
457	893
457	2124
457	3153
457	3611
458	12
458	129
458	270
458	301
458	500
458	1060
458	1083
458	1673
458	1790
458	1805
458	1874
458	1943
458	2050
458	2113
458	2309
458	2335
458	2377
458	2879
458	2899
458	3011
458	3285
458	3550
458	3552
458	3735
458	3858
458	4089
459	1745
459	3120
460	1129
460	3065
460	3461
461	1773
461	4166
462	613
462	704
462	716
462	2457
463	63
463	2875
463	3992
464	1650
465	2118
465	3187
465	3441
466	241
467	282
467	1876
468	4165
469	3131
470	830
471	266
471	1364
471	3108
471	3481
471	3850
472	450
472	966
472	3917
473	416
474	349
474	680
474	2062
474	2841
474	3711
475	1572
475	2032
475	2471
476	1514
477	640
477	884
477	2763
477	3186
478	509
478	1700
478	4002
479	342
479	442
479	444
479	641
479	1472
479	1661
479	2481
479	3063
479	3634
479	3755
480	163
480	491
480	505
480	995
480	1099
480	1337
480	1541
480	1712
480	1760
480	1928
480	1940
480	1953
480	2014
480	2032
480	2094
480	2118
480	2650
480	2868
480	2974
480	3109
480	3183
480	3297
480	3639
480	4176
480	4177
481	408
481	1099
481	1101
481	1337
481	1712
481	1779
481	1940
481	2014
481	2032
481	2094
481	2150
481	2459
481	2692
481	3183
481	3187
481	3635
481	3639
481	3816
481	3842
481	3984
481	4176
481	4177
482	35
482	397
482	567
482	1370
482	2312
482	2545
483	718
483	1412
484	1354
485	699
485	1249
485	1344
486	2357
487	3308
488	2095
489	2647
490	2383
491	480
491	2094
491	2118
491	3297
492	309
492	2537
492	2966
493	2720
493	3151
494	2347
494	3342
495	2477
495	4181
496	12
496	129
496	270
496	301
496	420
496	428
496	944
496	1025
496	1060
496	1083
496	1108
496	1348
496	1450
496	1454
496	1487
496	1673
496	1790
496	1943
496	2074
496	2113
496	2377
496	2899
496	2968
496	3095
496	3221
496	3285
496	3395
496	3552
496	3765
496	4089
497	2421
498	1561
498	2400
498	2966
499	777
499	2639
500	216
500	432
500	458
500	1083
500	1645
500	1790
500	2050
500	2134
500	2335
500	2387
500	3040
501	1046
501	1322
502	182
502	400
502	445
502	569
502	1643
502	1773
502	1981
502	2632
502	2808
502	2920
502	3499
502	3691
502	3755
502	4166
503	3388
504	53
504	609
504	648
504	2102
504	2390
504	2412
504	2767
504	4090
505	163
505	408
505	480
505	995
505	1712
505	2094
505	2118
505	2306
505	2353
505	2459
505	2461
505	3109
505	3297
505	3471
505	3635
505	4050
505	4177
506	129
506	270
506	301
506	571
506	590
506	1060
506	1805
506	2309
506	2696
506	3034
506	3482
506	3735
507	1714
508	1584
508	1954
508	2452
508	2811
508	3371
508	3468
