itemId	latitude	longitude	venue
288	35.59	139.73	Train Station
289	35.63	139.74	Train Station
290	35.67	139.60	Train Station
291	35.69	139.74	Subway
292	35.73	139.71	Train Station
293	35.79	139.46	Train Station
294	35.77	139.42	Train Station
295	3.15	101.71	Mall
296	13.98	100.55	College Engineering Building
297	13.82	100.56	Home (private)
298	40.97	29.09	Residential Building (Apartment / Condo)
299	41.04	29.01	University
300	13.99	100.62	Mall
301	13.99	100.62	Coffee Shop
302	14.07	100.62	Residential Building (Apartment / Condo)
303	14.07	100.60	College Academic Building
304	13.75	100.50	Home (private)
305	35.15	136.89	Train Station
306	35.73	139.72	Hobby Shop
307	35.73	139.71	Hobby Shop
308	35.72	140.23	Office
309	35.73	140.23	Train Station
310	-33.02	-71.56	Casino
311	-33.02	-71.54	University
312	-33.13	-71.56	Office
313	-33.05	-71.59	Home (private)
314	14.43	121.01	Mall
315	14.43	121.01	Coffee Shop
316	14.43	121.01	Travel & Transport
317	-8.03	-34.88	Home (private)
318	-8.07	-34.89	Hospital
319	34.70	135.50	Department Store
320	19.47	-99.16	Residential Building (Apartment / Condo)
321	19.44	-99.20	Mall
322	-6.27	106.78	Mall
323	-6.27	106.78	Mall
324	35.17	136.91	Subway
325	35.17	136.91	Home (private)
326	35.14	136.90	Plaza
327	36.39	140.52	Train Station
328	36.37	140.48	Train Station
329	3.05	101.59	Mall
330	3.05	101.58	Home (private)
331	36.35	137.93	Train Station
332	36.23	137.96	Train Station
333	35.54	139.45	Train Station
334	35.67	139.72	Subway
335	35.75	139.80	Subway
336	35.71	139.78	Subway
337	35.71	139.78	Train Station
338	35.71	139.77	Park
339	35.71	139.77	Mall
340	35.70	139.77	Hobby Shop
341	35.70	139.77	Electronics Store
342	35.71	139.80	Temple
343	35.71	139.81	Monument / Landmark
344	35.75	139.86	Train Station
345	35.75	139.87	Train Station
346	35.81	139.92	Train Station
347	35.81	139.92	Train Station
348	35.00	135.77	Train Station
349	34.69	135.49	Train Station
350	34.86	135.68	Train Station
351	35.01	135.77	Train Station
352	35.63	139.45	Train Station
353	35.63	139.42	Train Station
354	35.17	136.91	Office
355	35.17	136.92	Subway
356	35.80	139.44	Train Station
357	35.71	139.80	Train Station
358	35.64	139.93	Park
359	35.65	139.91	Train Station
360	35.67	139.76	Train Station
361	39.70	141.14	Coffee Shop
362	39.71	141.13	Grocery Store
363	39.71	141.13	Road
364	34.48	136.82	College Technology Building
365	34.48	136.82	Train Station
366	35.69	139.70	Electronics Store
367	35.69	139.70	Bookstore
368	34.71	135.50	Train Station
369	35.67	139.89	Subway
370	35.68	139.77	Subway
371	13.65	100.50	University
372	35.56	139.72	Train Station
373	35.53	139.70	Train Station
374	35.53	139.70	Train Station
375	35.62	139.57	Train Station
376	35.62	139.57	Train Station
377	35.62	139.57	Train Station
378	35.62	139.56	Train Station
379	35.53	139.70	Mall
380	35.53	139.70	Electronics Store
381	35.55	139.73	Train Station
382	34.95	135.70	Train Station
383	34.89	135.68	Train Station
384	-1.37	-48.41	Student Center
385	14.51	121.00	Airport
386	35.51	139.63	Train Station
387	35.61	139.67	Train Station
388	33.59	130.42	Bus Station
389	33.59	130.42	Electronics Store
390	33.89	130.88	Train Station
391	3.05	101.59	Hostel
392	13.80	100.55	Train Station
393	13.76	100.53	Train Station
394	13.75	100.54	Mall
395	13.75	100.53	Mall
396	13.75	100.54	Mall
397	13.75	100.53	Bookstore
398	40.91	29.32	Airport
399	36.91	30.80	Airport
400	35.34	139.49	Train Station
401	9.85	-83.91	Housing Development
402	9.94	-84.13	Coworking Space
403	35.16	136.91	Arcade
404	14.57	121.05	Mall
405	13.75	100.56	University
406	13.77	100.64	Mall
407	35.73	140.07	Train Station
408	35.67	139.90	Subway
409	-22.84	-43.28	Doctor's Office
410	34.70	135.50	Train Station
411	34.67	135.50	Electronics Store
412	34.66	135.50	Train Station
413	34.58	135.48	Train Station
414	37.50	127.03	Subway
415	37.51	127.06	Subway
416	-23.65	-70.40	Community College
417	14.44	120.99	Home (private)
418	14.44	120.98	Home (private)
419	13.76	100.54	Monument / Landmark
420	13.87	100.50	Mall
421	35.70	139.83	Train Station
422	35.70	139.77	Bookstore
423	3.16	101.61	Movie Theater
424	18.77	98.97	Mall
425	18.77	98.97	Multiplex
426	-33.47	-70.58	Subway
427	-33.49	-70.52	University
428	34.67	135.46	Convenience Store
429	34.67	135.46	Train Station
430	34.64	135.41	Subway
431	34.64	135.41	Train Station
432	34.63	135.43	Train Station
433	-1.42	-48.45	Road
434	-1.44	-48.46	General College & University
435	-33.40	-70.71	Home (private)
436	-33.39	-70.62	Building
437	-0.01	-51.08	Racetrack
438	43.07	141.35	Electronics Store
439	14.56	121.05	Home (private)
440	14.56	121.01	Office
441	14.56	121.01	Office
442	35.17	136.88	Subway
443	35.40	136.72	Train Station
444	34.85	135.62	Train Station
445	34.73	135.43	Train Station
446	34.75	135.36	Train Station
447	34.74	135.36	Mall
448	34.70	135.50	Electronics Store
449	34.78	135.42	Train Station
450	3.04	101.57	High School
451	3.05	101.58	Miscellaneous Shop
452	3.05	101.59	Fast Food Restaurant
453	4.17	73.52	Residential Building (Apartment / Condo)
454	-33.48	-70.62	Subway
455	-33.52	-70.60	Home (private)
456	-33.51	-70.59	Subway
457	41.05	29.03	Bridge
458	41.08	29.01	Mall
459	41.07	29.00	Neighborhood
460	32.82	130.84	Park
461	32.80	130.77	Park
462	34.70	135.60	Train Station
463	41.12	29.00	University
464	-33.44	-70.66	Subway
465	-33.44	-70.65	Subway
466	35.69	139.70	Train Station
467	35.57	139.66	Train Station
468	34.86	136.99	Bridge
469	34.92	136.98	Bridge
470	34.56	135.45	Bridge
471	34.57	135.46	Convenience Store
472	34.60	135.48	Bridge
473	14.69	120.98	Mall
474	14.68	120.97	Home (private)
475	35.65	139.75	Train Station
476	35.63	139.74	Train Station
477	34.80	135.70	Train Station
478	34.70	135.53	Train Station
479	34.76	135.42	Train Station
480	13.72	100.26	School
481	13.69	100.37	Home (private)
482	35.67	139.68	Train Station
483	35.69	139.76	Subway
484	35.69	139.70	Train Station
485	13.83	100.55	Building
486	32.81	-96.81	Neighborhood
487	32.81	-96.80	Neighborhood
488	32.81	-96.80	Home (private)
489	32.81	-96.80	Home (private)
490	35.28	139.66	Train Station
491	35.71	139.70	Plaza
492	35.71	139.70	Train Station
493	35.81	139.46	Train Station
494	35.63	139.74	Train Station
495	35.28	139.67	Train Station
496	-33.50	-70.66	Residential Building (Apartment / Condo)
497	-33.42	-70.66	Medical Center
498	35.01	137.04	Train Station
499	51.21	3.31	Board Shop
500	51.30	3.25	Automotive Shop
501	14.07	100.60	University
502	13.96	100.49	Home (private)
503	-12.11	-77.00	Mall
504	-12.11	-77.00	Hospital
505	35.58	139.66	Train Station
506	35.68	139.77	Train Station
507	34.81	135.50	Train Station
508	34.67	135.50	Subway
509	34.68	135.50	Subway
510	40.99	29.03	Other Great Outdoors
511	40.99	29.02	Other Great Outdoors
512	56.95	24.12	Bus Station
513	35.59	139.35	Train Station
514	35.60	139.34	Train Station
515	35.59	139.35	Train Station
516	-33.44	-70.64	University
517	-33.44	-70.63	Subway
518	-33.50	-70.61	University
519	-33.44	-70.66	Subway
520	-33.43	-70.65	Building
521	-33.37	-70.71	Building
522	13.72	100.53	Train Station
523	-0.04	-51.08	Home (private)
524	0.04	-51.06	Diner
525	3.09	101.74	Mall
526	3.11	101.74	Residential Building (Apartment / Condo)
527	35.79	139.72	Bridge
528	35.88	139.82	Train Station
529	-33.93	151.14	Bus Station
530	-33.76	151.10	Home (private)
531	35.70	139.58	Electronics Store
532	35.70	139.58	Train Station
533	35.73	139.72	Building
534	35.73	139.72	Building
535	14.68	121.04	Home (private)
536	14.55	121.05	Mall
537	34.95	135.71	Train Station
538	34.98	135.76	Train Station
539	35.63	139.42	Train Station
540	35.71	139.65	Train Station
541	35.72	139.65	Sake Bar
542	13.77	100.57	Mall
543	13.74	100.56	Mall
544	35.61	139.62	Train Station
545	35.66	139.70	Hobby Shop
546	34.40	132.43	Train Station
547	34.40	132.48	Train Station
548	32.15	131.53	Farm
549	32.14	131.53	Meeting Room
550	34.98	135.77	Train Station
551	34.98	135.77	Train Station
552	34.96	135.77	Train Station
553	-30.05	-51.18	Home (private)
554	-30.06	-51.19	Mall
555	-25.44	-49.28	Building
556	-25.44	-49.28	Office
557	19.43	-99.08	Airport
558	19.43	-99.08	Airport Terminal
559	45.08	7.64	Electronics Store
560	45.09	7.66	University
561	35.70	139.81	Train Station
562	35.73	139.91	Bus Line
563	35.75	139.93	Bus Station
564	-33.44	-70.66	Bus Station
565	-32.89	-70.68	Church
566	14.58	121.06	Gym / Fitness Center
567	14.39	121.04	City Hall
568	13.86	100.54	Mall
569	13.91	100.51	High School
570	-20.61	-54.59	Home (private)
571	-20.41	-54.62	University
572	-20.61	-54.59	Office
573	35.70	139.41	Train Station
574	35.69	139.73	Train Station
575	38.41	27.03	Caf�
576	38.39	27.07	Home (private)
577	38.40	27.07	Plane
578	1.30	103.83	Mall
579	1.30	103.84	Mall
580	1.30	103.83	Subway
581	1.35	103.70	Home (private)
582	35.67	139.46	Train Station
583	35.65	139.75	Subway
584	35.69	139.78	Subway
585	35.65	139.75	Train Station
586	36.09	139.68	Train Station
587	32.81	130.75	Building
588	32.77	130.73	Mall
589	-23.52	-46.84	Train Station
590	-23.53	-46.67	Train Station
591	10.32	123.90	Mall
592	10.32	123.90	Hotel
593	35.17	136.88	Train Station
594	34.86	136.82	Train Station
595	34.86	136.81	Airport
596	35.19	136.94	Train Station
597	35.26	137.04	Train Station
598	35.31	136.29	Train Station
599	-35.44	-71.62	University
600	-33.44	-70.65	Home (private)
601	-33.44	-70.65	Office
602	-6.22	106.80	Mall
603	-6.20	106.82	Train Station
604	9.11	-79.54	Other Great Outdoors
605	9.11	-79.54	Pet Store
606	8.91	-79.59	Office
607	35.86	139.97	Train Station
608	35.86	139.97	Train Station
609	35.87	139.92	Train Station
610	35.87	139.93	Mall
611	35.80	140.08	Home (private)
612	42.78	-86.09	Gym
613	42.79	-86.10	Coffee Shop
614	2.25	102.28	University
615	2.21	102.25	Mall
616	2.25	102.28	Fraternity House
617	1.34	103.71	Bus Station
618	1.34	103.71	Mall
619	35.61	139.75	Train Station
620	35.69	139.70	Electronics Store
621	35.80	139.72	Train Station
622	38.90	-77.04	Office
623	-6.84	107.93	Arcade
624	-6.86	107.92	Home (private)
625	35.37	-82.49	Home (private)
626	35.37	-82.49	Other Great Outdoors
627	-3.12	-60.01	Building
628	-3.09	-60.03	College & University
629	-3.11	-60.01	Residential Building (Apartment / Condo)
630	34.99	135.76	Electronics Store
631	35.45	139.60	Train Station
632	35.68	139.77	Platform
633	37.40	140.39	Train Station
634	35.23	139.70	Train Station
635	35.47	139.62	Train Station
636	-33.43	-70.62	Subway
637	-33.43	-70.62	University
638	47.07	-88.63	Other Great Outdoors
639	47.06	-88.63	Home (private)
640	14.61	121.08	Plaza
641	14.62	121.05	Mall
642	14.61	120.98	Home (private)
643	35.70	139.78	Bookstore
644	35.73	139.73	Train Station
645	14.56	121.02	Office
646	14.55	121.03	Mall
647	14.55	121.03	Mall
648	14.54	120.98	Mall
649	13.74	100.64	Train Station
650	13.76	100.53	Train Station
651	13.75	100.53	Multiplex
652	13.79	100.68	Home (private)
653	35.71	139.67	Train Station
654	35.69	139.69	Subway
655	-38.76	-72.71	Road
656	-38.76	-72.76	Other Great Outdoors
657	-38.76	-72.75	Neighborhood
658	-38.74	-72.59	Other Great Outdoors
659	35.80	139.72	Train Station
660	35.78	139.72	Train Station
661	-6.19	106.78	Church
662	-6.19	106.78	High School
663	-6.18	106.79	Mall
664	-6.19	106.78	Home (private)
665	5.34	100.28	General College & University
666	5.33	100.31	Mall
667	13.74	100.53	Law School
668	13.74	100.53	Mall
669	13.74	100.53	College Residence Hall
670	14.55	121.02	Gym
671	14.52	121.01	Airport
672	40.99	28.80	University
673	40.96	28.84	Caf�
674	40.98	28.87	Mall
675	3.07	101.60	University
676	35.66	139.67	Train Station
677	-12.09	-77.03	Mall
678	-12.13	-77.02	Bus Line
679	-12.12	-77.03	Plaza
680	35.55	139.54	Train Station
681	35.57	139.55	Train Station
682	35.67	139.48	Train Station
683	35.60	139.61	Train Station
684	35.58	139.57	Train Station
685	30.17	-95.46	Gym
686	30.05	-95.43	Drugstore / Pharmacy
687	4.63	-74.07	Home (private)
688	4.67	-74.06	Office
689	38.95	-77.45	Airport
690	-6.90	107.62	General College & University
691	-6.88	107.58	Home (private)
692	3.35	101.56	Coworking Space
693	3.31	101.47	Home (private)
694	35.64	139.74	Subway
695	35.40	139.47	Train Station
696	41.15	-81.51	Grocery Store
697	41.14	-81.51	Home (private)
698	34.69	135.51	Train Station
699	34.69	135.51	Caf�
700	34.69	135.51	Subway
701	13.73	100.53	Mall
702	13.76	100.57	Mall
703	35.89	139.26	Train Station
704	35.46	139.62	Bowling Alley
705	35.44	139.64	Train Station
706	-6.91	107.61	Office
707	-6.86	107.59	Home (private)
708	3.25	101.74	College Cafeteria
709	3.25	101.73	College Academic Building
710	-33.44	-70.67	Building
711	35.17	136.88	Train Station
712	35.17	136.90	Arcade
713	20.67	-103.37	Road
714	20.63	-103.43	Candy Store
715	20.66	-103.35	Government Building
716	35.70	139.81	Electronics Store
717	35.70	139.81	Train Station
718	41.40	2.20	Tech Startup
719	35.91	139.62	Light Rail
720	36.00	139.62	Light Rail
721	34.73	137.44	Train Station
722	34.76	137.38	Train Station
723	3.07	101.49	General College & University
724	3.07	101.50	College Communications Building
725	3.07	101.49	Building
726	-1.46	-48.50	Home (private)
727	50.75	7.08	Other Great Outdoors
728	50.74	7.07	Office
729	50.75	7.10	Home (private)
730	-34.60	-58.37	Gym
731	-34.61	-58.37	Building
732	-34.61	-58.37	Bank
733	9.95	-84.20	Office
734	9.98	-84.19	Other Great Outdoors
735	9.95	-84.19	Building
736	35.68	139.39	Train Station
737	35.77	140.00	Park
738	35.69	139.77	Train Station
739	40.99	29.13	Other Great Outdoors
740	40.97	29.04	Neighborhood
741	40.97	29.04	Restaurant
742	40.99	29.03	Bakery
743	-8.11	-79.04	University
744	-8.11	-79.04	College Arts Building
745	35.17	136.88	Train Station
746	34.73	135.50	Train Station
747	13.61	100.85	Residential Building (Apartment / Condo)
748	-33.49	-70.65	Subway
749	-33.49	-70.65	University
750	33.35	-86.89	Lake
751	33.35	-86.90	Home (private)
752	-12.15	-77.02	Plaza
753	-12.15	-77.02	Coffee Shop
754	-12.11	-77.04	Plaza
755	-12.10	-77.04	Office
756	4.25	117.90	Other Great Outdoors
757	4.26	117.92	Other Great Outdoors
758	34.91	135.21	Train Station
759	34.69	135.48	Office
760	34.67	135.52	Subway
761	35.62	139.73	Train Station
762	35.69	139.70	Subway
763	35.69	139.67	Subway
764	33.89	130.88	Train Station
765	35.70	139.75	Concert Hall
766	35.71	139.75	Baseball Stadium
767	35.70	139.78	Home (private)
768	35.70	139.77	Hobby Shop
769	35.73	139.71	Train Station
770	2.93	101.64	Residential Building (Apartment / Condo)
771	2.91	101.65	Office
772	35.65	139.75	Subway
773	35.63	139.72	Train Station
774	35.56	139.65	Train Station
775	35.67	139.76	Subway
776	-25.42	-49.26	Hospital
777	-25.44	-49.28	Mall
778	35.82	139.67	Train Station
779	-36.81	-73.03	Strip Club
780	35.45	139.63	Train Station
781	48.21	15.62	Train Station
782	35.69	139.72	Subway
783	35.69	139.71	Subway
784	19.44	-99.21	Mall
785	19.37	-99.20	Home (private)
786	19.44	-99.20	Mall
787	35.70	139.56	Train Station
788	35.66	139.34	Train Station
789	35.67	139.36	Train Station
790	-12.08	-77.08	Mall
791	-12.11	-77.03	Tech Startup
792	14.58	121.06	Office
793	14.58	121.06	Coworking Space
794	14.58	121.06	Office
795	35.64	139.69	Train Station
796	35.69	139.71	Subway
797	35.69	139.70	Department Store
798	35.69	139.70	Multiplex
799	57.99	56.21	Coworking Space
800	58.00	56.19	Home (private)
801	0.03	-51.11	University
802	0.03	-51.11	College Classroom
803	41.00	28.87	University
804	39.29	-76.61	Plaza
805	39.29	-76.61	Pizza Place
806	39.29	-76.58	Home (private)
807	54.98	-1.74	Home (private)
808	35.63	139.78	Train Station
809	35.73	139.77	Train Station
810	35.74	139.77	Train Station
811	51.42	12.22	Airport
812	51.38	12.41	Home (private)
813	19.39	-99.17	Coworking Space
814	19.39	-99.17	Office
815	3.12	101.68	Mall
816	3.12	101.68	Multiplex
817	3.07	101.69	Home (private)
818	35.69	139.78	Subway
819	-21.78	-43.35	Mall
820	-21.78	-43.35	Gym
821	-6.15	106.84	School
822	-6.14	106.84	Home (private)
823	3.16	101.61	Scandinavian Restaurant
824	3.15	101.71	Hotel
825	51.33	12.32	Rental Car Location
826	51.31	12.32	Home (private)
827	35.21	136.89	Bridge
828	35.45	139.63	Office
829	35.45	139.63	Train Station
830	35.82	139.74	Subway
831	38.86	-77.07	Home (private)
832	-23.54	-46.64	Subway
833	-23.56	-46.66	Subway
834	-23.60	-46.61	Subway
835	-23.64	-46.60	Home (private)
836	-23.64	-46.59	Building
837	35.73	139.91	Train Station
838	35.68	139.76	Electronics Store
839	35.66	140.17	Train Station
840	3.20	101.45	University
841	3.06	101.50	College Academic Building
842	1.48	103.66	Mall
843	1.46	103.77	Government Building
844	34.70	135.50	Subway
845	34.97	138.39	Train Station
846	35.10	139.08	Train Station
847	35.26	139.15	Train Station
848	35.37	139.23	Train Station
849	35.73	139.42	Train Station
850	35.64	139.42	Train Station
851	35.17	136.90	Subway
852	-33.02	-71.55	Plaza
853	-33.03	-71.55	Other Great Outdoors
854	-33.03	-71.53	University
855	35.69	139.92	Subway
856	1.45	103.82	Train Station
857	1.44	103.80	Train Station
858	1.45	103.82	Building
859	3.19	101.61	Arcade
860	3.19	101.63	Neighborhood
861	3.19	101.63	Home (private)
862	3.19	101.63	Home (private)
863	3.19	101.63	Mall
864	33.88	35.50	Bridge
865	33.90	35.48	Road
866	33.63	35.41	Home (private)
867	21.13	-86.84	Residential Building (Apartment / Condo)
868	21.13	-86.84	Home (private)
869	0.04	-51.07	Home (private)
870	0.04	-51.06	Food & Drink Shop
871	0.04	-51.05	College & University
872	35.89	139.95	Train Station
873	35.71	139.78	Subway
874	35.69	139.70	Subway
875	35.67	139.66	Train Station
876	35.69	139.70	Train Station
877	35.70	139.99	Train Station
878	59.83	30.14	Residential Building (Apartment / Condo)
879	50.37	30.55	Neighborhood
880	50.40	30.56	Bus Station
881	1.33	124.84	Convenience Store
882	1.32	124.83	Home (private)
883	3.25	101.74	Mosque
884	3.25	101.73	College Cafeteria
885	-27.61	-48.58	Residential Building (Apartment / Condo)
886	-27.60	-48.58	Home (private)
887	13.73	100.78	College Technology Building
888	13.73	100.77	College Residence Hall
889	35.70	139.77	Bridge
890	35.69	139.77	Road
891	35.70	139.77	Bridge
