itemId	latitude	longitude
482	-8.67	115.22
483	-8.67	115.22
484	19.44	-99.14
485	-33.05	-71.62
486	-33.03	-71.48
487	-12.05	-77.03
488	-12.10	-77.03
489	14.59	121.06
490	14.62	121.05
491	3.17	101.67
492	3.08	101.61
493	-38.01	-57.54
494	-1.46	-48.46
495	-1.45	-48.47
496	38.93	-77.03
497	38.88	-77.02
498	34.97	138.39
499	35.63	139.74
500	20.67	-103.39
501	20.67	-103.37
502	-23.20	-45.91
503	-23.20	-45.91
504	-23.21	-45.91
505	19.46	-99.22
506	19.52	-99.22
507	30.74	-98.03
508	30.74	-98.03
509	-19.97	-44.02
510	-19.97	-44.02
511	-19.95	-44.01
512	19.53	-99.23
513	19.67	-99.20
514	-19.97	-43.94
515	-19.94	-43.93
516	35.71	139.76
517	16.75	-93.15
518	16.71	-93.02
519	19.34	-99.15
520	19.34	-99.19
521	-19.92	-43.94
522	-19.83	-44.02
523	11.96	121.93
524	11.96	121.93
525	-6.97	107.59
526	-6.90	107.61
527	14.55	121.03
528	14.55	121.05
529	14.55	121.04
530	44.88	-93.21
531	41.50	-81.69
532	41.50	-81.69
533	-23.00	-43.32
534	-23.01	-43.37
535	3.19	101.70
536	3.13	101.69
537	3.13	101.69
538	30.33	-81.49
539	30.29	-81.45
540	1.35	103.94
541	1.35	103.94
542	40.46	-90.67
543	40.47	-90.66
544	10.69	-61.52
545	10.71	-61.51
546	4.67	-74.06
547	3.06	101.69
548	3.15	101.71
549	-25.44	-49.26
550	0.02	-51.06
551	0.00	-51.08
552	35.39	139.61
553	35.34	139.62
554	0.04	-51.09
555	0.00	-51.07
556	40.48	-79.92
557	40.30	-83.07
558	40.31	-83.07
559	35.61	139.63
560	35.61	139.69
561	37.79	-122.41
562	37.75	-122.20
563	-15.84	-47.97
564	-25.44	-49.27
565	-25.46	-49.29
566	3.25	101.73
567	3.25	101.73
568	21.29	-157.84
569	21.29	-157.84
570	19.37	-99.18
571	19.35	-99.16
572	14.66	120.98
573	14.61	120.98
574	14.69	120.98
575	19.38	-99.17
576	19.37	-99.16
577	35.33	139.41
578	35.63	139.74
579	-23.52	-46.84
580	-23.54	-46.81
581	21.33	-157.92
582	20.89	-156.44
583	13.91	100.51
584	14.07	100.60
585	22.27	-97.87
586	22.26	-97.88
587	22.23	-97.85
588	3.07	101.50
589	3.07	101.50
590	-33.54	-70.62
591	-33.45	-70.67
592	-33.45	-70.67
593	4.63	-74.11
594	4.62	-74.18
595	-6.90	107.58
596	-6.90	107.58
597	26.21	50.61
598	26.21	50.61
599	1.49	110.34
600	2.75	101.70
601	2.93	101.78
602	-3.10	-59.98
603	-3.09	-60.00
604	-19.93	-43.93
605	-19.94	-43.93
606	39.72	140.13
607	35.55	139.78
608	35.68	139.79
609	49.28	-123.13
610	49.28	-123.12
611	19.81	-90.50
612	19.85	-90.53
613	-19.63	-43.96
614	-19.92	-43.96
615	36.06	139.51
616	-12.07	-77.08
617	13.76	100.49
618	13.76	100.49
619	-33.44	-70.64
620	-33.46	-70.72
621	0.03	-51.06
622	-0.03	-51.18
623	55.73	37.60
624	55.71	37.54
625	55.78	37.60
626	55.74	37.57
627	55.76	37.66
628	55.76	37.62
629	38.92	-77.01
630	3.16	101.65
631	3.07	101.59
632	-25.31	-57.59
633	-25.33	-57.60
634	10.18	-84.39
635	10.09	-84.47
636	-3.06	-60.01
637	-3.12	-60.02
638	42.05	-88.04
639	41.95	-87.65
640	35.86	-86.41
641	36.01	-86.69
642	20.67	-103.43
643	20.68	-103.43
644	20.68	-103.43
645	35.78	140.31
646	35.78	140.32
647	19.30	-99.14
648	19.30	-99.14
649	35.03	135.78
650	35.03	135.78
651	35.55	139.65
652	35.55	139.65
653	35.56	139.65
654	-19.51	-42.55
655	35.70	139.70
656	35.74	139.49
657	40.47	-3.57
658	32.00	34.87
659	13.82	100.06
660	-38.74	-72.60
661	-38.74	-72.60
662	-23.65	-46.71
663	-23.67	-46.65
664	-8.67	115.26
665	-8.66	115.23
666	9.97	-84.12
667	9.93	-84.08
668	35.71	139.78
669	35.70	139.77
670	35.70	139.77
671	9.99	-84.11
672	9.99	-84.11
673	35.73	139.88
674	35.70	139.75
675	35.70	139.75
676	9.93	-84.08
677	9.91	-84.04
678	19.43	-99.18
679	19.43	-99.19
680	19.41	-99.17
681	19.41	-99.17
682	19.41	-99.17
683	35.91	139.62
684	35.91	139.62
685	35.90	139.62
686	29.75	-95.35
687	29.75	-95.35
688	39.43	-74.63
689	-33.44	-70.64
690	-33.43	-70.61
691	-33.42	-70.61
692	-33.47	-70.59
693	-33.03	-71.53
694	-33.03	-71.53
695	-33.05	-71.61
696	14.55	121.02
697	14.55	121.02
698	30.44	-91.02
699	30.56	-90.55
700	-33.42	-70.54
701	9.92	-84.04
702	9.93	-84.04
703	-23.65	-46.58
704	-23.71	-46.54
705	38.90	-77.01
706	38.91	-77.05
707	9.94	-84.06
708	9.94	-84.05
709	9.94	-84.15
710	9.62	-84.63
711	1.49	110.34
712	5.29	100.27
713	35.59	139.73
714	13.72	100.50
715	13.72	100.53
716	49.21	-122.96
717	35.61	139.73
718	35.68	139.77
719	29.00	48.14
720	29.09	48.13
721	9.93	-84.08
722	3.25	101.74
723	3.25	101.73
724	13.75	100.49
725	13.75	100.49
726	38.30	140.35
727	38.21	140.32
728	35.42	133.34
729	35.46	133.06
730	-20.48	-54.60
731	-20.50	-54.66
732	-23.55	-46.65
733	-23.56	-46.66
734	14.57	121.05
735	14.57	121.05
736	9.94	-84.19
737	9.95	-84.18
738	-20.27	-70.13
739	-20.24	-70.15
740	-34.54	-58.47
741	35.70	139.79
742	35.70	139.79
743	37.58	126.89
744	37.52	127.02
745	3.58	98.67
746	3.58	98.67
747	-6.21	106.82
748	-6.20	106.82
749	43.65	-70.31
750	39.85	-104.67
751	36.03	138.02
752	36.06	138.04
753	36.05	138.12
754	10.71	122.55
755	10.71	122.55
756	19.50	-99.18
757	19.50	-99.18
758	-33.37	-70.68
759	-33.39	-70.68
760	31.15	121.81
761	31.24	121.50
762	-12.07	-77.08
763	-12.07	-77.06
764	35.76	-78.78
765	35.92	-78.81
766	17.97	-92.92
767	17.98	-92.94
768	5.44	100.31
769	5.44	100.31
770	5.34	100.28
771	35.62	139.73
772	35.63	139.78
773	13.72	-89.21
774	13.72	-89.22
775	19.51	-99.22
776	19.40	-99.23
777	19.42	-99.18
778	19.43	-99.19
779	19.49	-99.13
780	19.49	-99.13
781	19.45	-99.16
782	-6.20	106.78
783	-6.20	106.79
784	34.70	135.50
785	34.23	135.19
786	36.68	-4.49
787	36.68	-4.49
788	1.47	124.83
789	1.47	124.83
790	1.45	103.82
791	1.45	103.82
792	34.44	132.92
793	35.66	139.76
794	35.66	139.70
795	33.64	-84.44
796	40.00	-82.89
797	-3.11	-60.04
798	-3.11	-60.04
799	-5.08	-42.79
800	-5.04	-42.82
801	9.84	-84.31
802	9.85	-84.32
803	0.02	-51.07
804	0.03	-51.11
805	0.05	-51.07
806	1.56	110.35
807	1.52	110.37
808	13.85	100.57
809	13.85	100.57
810	35.84	139.50
811	35.84	139.51
812	33.64	-84.44
813	32.73	-117.20
814	45.02	-93.31
815	14.07	100.60
816	14.07	100.60
817	28.50	77.30
818	28.63	77.22
819	28.63	77.22
820	3.18	101.61
821	3.15	101.62
822	-3.08	-59.96
823	-3.08	-59.96
824	-3.09	-60.07
825	43.04	141.47
826	42.79	141.68
827	36.64	137.19
828	14.56	121.02
829	14.55	121.02
830	34.71	135.37
831	34.72	135.38
832	34.72	135.38
833	34.70	135.50
834	34.70	135.50
835	10.31	123.92
836	10.31	123.92
837	19.34	-99.14
838	5.57	95.37
839	5.56	95.34
840	4.65	-74.06
841	4.58	-74.11
842	-36.12	146.88
843	-36.15	146.95
844	-36.15	146.95
845	41.02	28.98
846	41.00	29.02
847	13.67	-89.29
848	13.68	-89.28
849	-6.19	106.74
850	-6.14	106.69
851	21.11	-86.76
852	21.13	-86.75
853	3.00	101.72
854	3.14	101.71
855	3.16	101.70
856	3.13	101.67
857	35.38	136.95
858	35.17	136.88
859	14.59	121.06
860	14.59	121.06
861	3.16	101.72
862	3.16	101.72
863	9.94	-84.08
864	9.94	-84.08
865	34.70	135.50
866	34.66	135.50
867	34.73	135.64
868	34.84	135.71
869	32.98	-96.97
870	32.98	-96.97
871	33.82	-117.92
872	33.81	-117.92
873	3.11	101.55
874	3.07	101.52
875	3.07	101.52
876	35.61	140.11
877	35.58	140.13
878	35.67	140.01
879	35.71	139.96
880	35.69	140.02
881	40.08	116.59
882	22.32	113.93
883	35.66	139.68
884	13.69	100.61
885	45.07	7.67
886	45.07	7.67
887	35.86	139.97
888	35.71	139.78
889	13.74	100.53
890	13.75	100.54
891	36.38	127.32
892	36.39	127.32
893	9.95	-84.19
894	9.96	-84.19
895	35.20	136.89
896	13.73	100.53
897	13.75	100.53
898	13.74	100.63
899	13.76	100.57
900	33.71	73.04
901	33.72	73.03
902	43.15	131.91
903	43.12	131.91
904	41.05	-73.54
905	40.87	-73.89
906	3.07	101.59
907	3.07	101.59
908	51.04	3.74
909	50.87	4.27
910	13.72	100.51
911	13.71	100.52
912	35.65	139.54
913	35.66	139.54
914	41.00	28.87
915	41.07	29.01
916	41.05	29.03
917	40.99	29.04
918	40.99	29.05
919	40.99	29.05
920	14.56	121.02
921	14.56	121.02
922	13.85	100.57
923	13.85	100.57
924	13.85	100.57
925	13.85	100.57
926	3.05	101.69
927	3.05	101.70
928	-8.68	115.17
929	-8.64	115.17
930	35.58	139.56
931	35.58	139.56
932	42.84	-86.13
933	42.84	-86.13
934	35.88	139.82
935	35.88	139.82
936	35.88	139.83
937	-6.16	106.84
938	-6.12	106.83
939	34.49	136.71
940	34.68	135.82
941	-6.36	106.83
942	-6.22	106.80
943	34.99	135.76
944	35.02	135.68
945	34.99	135.78
946	43.03	-87.91
947	42.92	-88.04
948	34.99	135.76
949	34.98	135.76
950	-23.43	-46.48
951	-25.60	-54.49
952	33.68	-84.35
953	10.69	122.57
954	35.74	139.65
955	35.69	139.71
956	40.18	26.36
957	13.75	100.53
958	13.75	100.54
959	37.54	126.89
960	37.52	126.90
961	34.75	135.61
962	34.70	135.53
963	34.69	135.52
964	37.51	126.89
965	37.56	126.94
966	37.46	126.68
967	35.67	139.61
968	35.67	139.61
969	37.53	127.15
970	37.54	127.14
971	34.88	135.70
972	34.83	135.65
973	44.74	-93.29
974	44.83	-93.43
975	3.06	101.62
976	3.06	101.62
977	37.56	126.80
978	37.42	126.88
979	40.99	29.02
980	40.99	29.02
981	13.74	100.52
982	13.74	100.52
983	13.73	100.54
984	19.39	-99.19
985	-6.27	106.74
986	-6.27	106.74
987	35.67	139.36
988	35.66	139.34
989	35.69	139.70
990	35.68	139.74
991	35.69	139.70
992	35.69	139.70
993	35.69	139.70
994	35.64	139.35
995	35.66	139.34
996	37.56	127.04
997	37.56	126.92
998	50.49	30.63
999	50.46	30.65
1000	13.75	100.53
1001	35.42	137.06
1002	35.14	136.90
1003	35.16	136.91
1004	35.16	136.90
1005	19.47	-99.18
1006	19.49	-99.06
1007	19.49	-99.06
1008	45.50	-122.44
1009	45.51	-122.43
1010	3.12	101.68
1011	3.12	101.68
1012	55.78	37.60
1013	55.78	37.60
1014	3.59	98.67
1015	3.59	98.67
1016	3.19	101.61
1017	-6.19	106.74
1018	-6.19	106.73
1019	6.93	79.87
1020	6.93	79.85
1021	51.43	5.40
1022	51.37	5.28
1023	3.07	101.50
1024	3.07	101.50
1025	3.07	101.50
1026	19.39	-99.17
1027	41.16	28.91
1028	41.00	28.86
1029	19.36	-99.17
1030	19.30	-99.12
1031	19.30	-99.12
1032	19.34	-99.17
1033	53.36	-6.23
1034	53.36	-6.23
1035	51.69	5.29
1036	51.70	5.30
1037	-36.85	174.77
1038	-36.85	174.77
1039	31.20	121.32
1040	31.20	121.34
1041	41.74	12.29
1042	41.67	12.44
1043	35.66	139.70
1044	-6.20	106.85
1045	-6.20	106.85
1046	35.70	139.78
1047	35.69	139.70
1048	35.70	139.48
1049	35.67	139.48
1050	14.57	121.07
1051	14.56	121.04
1052	50.46	30.36
1053	50.45	30.50
1054	50.45	30.50
1055	41.00	29.04
1056	41.00	29.04
1057	51.34	3.79
1058	51.35	3.66
1059	13.75	100.53
1060	35.67	139.48
1061	35.65	139.82
1062	35.66	139.79
1063	14.56	121.01
1064	3.72	102.92
1065	3.12	101.68
1066	3.12	101.68
1067	5.83	102.56
1068	5.34	103.14
1069	34.18	-118.31
1070	34.09	-118.38
1071	34.09	-118.38
1072	34.09	-118.38
1073	34.08	-118.39
1074	35.66	139.70
1075	35.66	139.70
1076	41.03	29.02
1077	41.03	29.02
1078	2.91	101.61
1079	3.07	101.70
1080	3.10	101.68
1081	3.06	101.50
1082	2.99	101.44
1083	41.08	29.01
1084	40.98	29.10
1085	0.03	-51.06
1086	0.03	-51.06
1087	3.58	98.67
1088	3.58	98.67
1089	9.04	-79.42
1090	9.04	-79.44
1091	-6.15	106.85
1092	-6.13	106.66
1093	-6.12	106.66
1094	2.76	101.74
1095	3.40	101.78
1096	3.41	101.76
1097	35.57	139.67
1098	35.58	139.66
1099	35.65	139.75
1100	28.54	-81.38
1101	28.61	-81.31
1102	13.78	100.54
1103	13.76	100.54
1104	35.53	139.49
1105	35.54	139.45
1106	35.54	139.44
1107	3.15	101.70
1108	3.15	101.70
1109	20.98	-89.60
1110	21.02	-89.59
1111	41.07	29.00
1112	41.07	29.00
1113	36.10	-115.17
1114	36.10	-115.18
1115	36.12	-115.17
1116	36.12	-115.17
1117	-12.10	-76.96
1118	-12.10	-76.96
1119	-12.02	-77.00
1120	1.28	103.85
1121	1.30	103.86
1122	52.38	4.76
1123	52.38	4.75
1124	19.40	-99.16
1125	19.46	-99.04
1126	45.61	8.85
1127	45.47	9.18
1128	35.01	136.96
1129	35.17	136.88
1130	35.16	136.88
1131	3.07	101.50
1132	3.07	101.50
1133	55.16	61.43
1134	3.07	101.51
1135	3.07	101.51
1136	3.09	101.54
1137	-6.28	106.81
1138	-6.33	106.80
1139	37.59	127.06
1140	40.99	28.73
1141	40.99	28.72
1142	35.57	139.66
1143	35.84	139.80
1144	35.88	139.79
1145	35.88	139.79
1146	35.85	139.67
1147	-8.63	115.19
1148	-8.63	115.19
1149	3.07	101.50
1150	3.07	101.50
1151	13.75	100.53
1152	1.47	124.83
1153	-6.91	107.62
1154	-6.91	107.61
1155	25.74	-100.30
1156	25.73	-100.40
1157	51.98	5.66
1158	51.98	5.66
1159	0.05	-51.06
1160	0.03	-51.07
1161	13.73	100.78
1162	13.73	100.78
1163	3.05	101.51
1164	35.70	139.41
1165	35.70	139.41
1166	2.31	102.32
1167	2.31	102.32
1168	13.74	100.53
1169	13.75	100.53
1170	3.15	101.66
1171	3.15	101.67
1172	34.90	132.09
1173	34.83	131.99
1174	34.90	132.07
1175	-6.15	106.86
1176	-6.16	106.91
1177	41.80	12.25
1178	41.83	12.61
1179	36.11	-115.17
1180	36.11	-115.17
1181	45.46	-122.66
1182	-6.12	106.65
1183	5.33	100.29
1184	5.33	100.29
1185	4.70	-74.14
1186	4.67	-74.05
1187	36.99	35.30
1188	1.50	103.74
1189	1.42	103.61
1190	-7.29	112.68
1191	-7.29	112.68
1192	55.75	37.59
1193	55.74	37.61
1194	6.15	100.41
1195	5.39	100.31
1196	3.14	101.71
1197	3.14	101.71
1198	35.68	139.77
1199	13.86	100.52
1200	13.87	100.47
1201	2.95	99.06
1202	2.94	99.07
1203	41.03	28.98
1204	41.04	29.00
1205	14.57	121.05
1206	2.15	102.70
1207	2.36	102.25
1208	13.75	100.53
1209	13.75	100.53
1210	13.82	100.56
1211	13.82	100.56
1212	33.59	130.40
1213	33.59	130.40
1214	33.59	130.40
1215	33.59	130.40
1216	33.59	130.40
1217	33.59	130.40
1218	33.59	130.40
1219	33.59	130.40
1220	33.59	130.40
1221	33.59	130.40
1222	13.74	100.54
1223	-7.76	110.41
1224	38.39	27.10
1225	38.46	27.35
1226	13.73	100.78
1227	13.74	100.53
1228	13.76	100.53
1229	35.53	139.70
1230	35.53	139.70
1231	35.53	139.70
1232	36.13	-115.17
1233	36.12	-115.17
1234	36.11	-115.17
1235	45.55	9.33
1236	45.55	9.33
1237	36.94	138.81
1238	37.91	139.06
1239	3.14	101.75
1240	3.14	101.75
1241	3.33	101.56
1242	4.61	101.12
1243	-6.13	106.82
1244	-6.15	106.88
1245	7.00	100.47
1246	7.02	100.49
1247	41.05	28.99
1248	41.05	28.99
1249	-6.22	106.82
1250	-6.12	106.79
1251	14.04	100.61
1252	14.04	100.61
1253	51.13	4.43
1254	50.98	4.49
1255	50.96	4.49
1256	50.92	4.46
1257	50.91	4.46
1258	50.89	4.45
1259	50.88	4.45
1260	50.88	4.44
1261	34.32	134.04
1262	34.35	134.00
1263	3.56	98.66
1264	3.56	98.65
1265	50.85	4.29
1266	50.85	4.35
1267	3.13	101.69
1268	3.13	101.69
1269	3.17	101.70
1270	3.17	101.70
1271	40.63	22.94
